Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
37413,0.1,37.413,96.22323791195574,12734442665,2026-09-01 00:00:11.215248,01/09/26,0:0:11
37572,0.09,37.572,95.81603321622485,12734480237,2026-09-01 00:00:48.787248,01/09/26,0:0:48
37111,0.1,37.111,97.00627846191156,12734517348,2026-09-01 00:01:25.898248,01/09/26,0:1:25
33814,0.11,33.814,106.46477790264387,12734551162,2026-09-01 00:01:59.712248,01/09/26,0:1:59
34175,0.1,34.175,105.34016093635698,12734585337,2026-09-01 00:02:33.887248,01/09/26,0:2:33
35602,0.1,35.602,101.11791472389191,12734620939,2026-09-01 00:03:09.489248,01/09/26,0:3:9
35882,0.1,35.882,100.32885569366256,12734656821,2026-09-01 00:03:45.371248,01/09/26,0:3:45
36447,0.1,36.447,98.77356161000905,12734693268,2026-09-01 00:04:21.818248,01/09/26,0:4:21
36435,0.1,36.435,98.80609304240429,12734729703,2026-09-01 00:04:58.253248,01/09/26,0:4:58
36258,0.1,36.258,99.28843289756743,12734765961,2026-09-01 00:05:34.511248,01/09/26,0:5:34
37004,0.1,37.004,97.28677980758837,12734802965,2026-09-01 00:06:11.515248,01/09/26,0:6:11
37709,0.09,37.709,95.46792542894269,12734840674,2026-09-01 00:06:49.224248,01/09/26,0:6:49
38048,0.09,38.048,94.61732548359966,12734878722,2026-09-01 00:07:27.272248,01/09/26,0:7:27
38334,0.09,38.334,93.91141023634371,12734917056,2026-09-01 00:08:05.606248,01/09/26,0:8:5
38438,0.09,38.438,93.65731827878662,12734955494,2026-09-01 00:08:44.044248,01/09/26,0:8:44
38208,0.09,38.208,94.22110552763819,12734993702,2026-09-01 00:09:22.252248,01/09/26,0:9:22
38510,0.09,38.51,93.48221241236043,12735032212,2026-09-01 00:10:00.762248,01/09/26,0:10:0
38093,0.09,38.093,94.50555220119182,12735070305,2026-09-01 00:10:38.855248,01/09/26,0:10:38
38260,0.09,38.26,94.09304756926294,12735108565,2026-09-01 00:11:17.115248,01/09/26,0:11:17
38231,0.09,38.231,94.16442154272711,12735146796,2026-09-01 00:11:55.346248,01/09/26,0:11:55
38697,0.09,38.697,93.03046747809908,12735185493,2026-09-01 00:12:34.043248,01/09/26,0:12:34
39414,0.09,39.414,91.33810321205662,12735224907,2026-09-01 00:13:13.457248,01/09/26,0:13:13
39009,0.09,39.009,92.2863954472045,12735263916,2026-09-01 00:13:52.466248,01/09/26,0:13:52
38999,0.09,38.999,92.31005923228801,12735302915,2026-09-01 00:14:31.465248,01/09/26,0:14:31
39084,0.09,39.084,92.109303039607,12735341999,2026-09-01 00:15:10.549248,01/09/26,0:15:10
39327,0.09,39.327,91.54016324662446,12735381326,2026-09-01 00:15:49.876248,01/09/26,0:15:49
39436,0.09,39.436,91.28714879805254,12735420762,2026-09-01 00:16:29.312248,01/09/26,0:16:29
39468,0.09,39.468,91.21313469139557,12735460230,2026-09-01 00:17:08.780248,01/09/26,0:17:8
39427,0.09,39.427,91.30798691252187,12735499657,2026-09-01 00:17:48.207248,01/09/26,0:17:48
39362,0.09,39.362,91.45876733905797,12735539019,2026-09-01 00:18:27.569248,01/09/26,0:18:27
38573,0.09,38.573,93.32953101910662,12735577592,2026-09-01 00:19:06.142248,01/09/26,0:19:6
37788,0.09,37.788,95.26833915528739,12735615380,2026-09-01 00:19:43.930248,01/09/26,0:19:43
37919,0.09,37.919,94.93921253197605,12735653299,2026-09-01 00:20:21.849248,01/09/26,0:20:21
37960,0.09,37.96,94.83667017913594,12735691259,2026-09-01 00:20:59.809248,01/09/26,0:20:59
38046,0.09,38.046,94.62229932187353,12735729305,2026-09-01 00:21:37.855248,01/09/26,0:21:37
37763,0.09,37.763,95.33140905118768,12735767068,2026-09-01 00:22:15.618248,01/09/26,0:22:15
38026,0.09,38.026,94.6720664808289,12735805094,2026-09-01 00:22:53.644248,01/09/26,0:22:53
29459,0.12,29.459,122.20374079228759,12735834553,2026-09-01 00:23:23.103248,01/09/26,0:23:23
20649,0.17,20.649,174.34258317594072,12735855202,2026-09-01 00:23:43.752248,01/09/26,0:23:43
20432,0.18,20.432,176.19420516836334,12735875634,2026-09-01 00:24:04.184248,01/09/26,0:24:4
19919,0.18,19.919,180.731964456047,12735895553,2026-09-01 00:24:24.103248,01/09/26,0:24:24
20116,0.18,20.116,178.9620202823623,12735915669,2026-09-01 00:24:44.219248,01/09/26,0:24:44
20514,0.17,20.514,175.48990933021352,12735936183,2026-09-01 00:25:04.733248,01/09/26,0:25:4
20604,0.17,20.604,174.72335468841,12735956787,2026-09-01 00:25:25.337248,01/09/26,0:25:25
20652,0.17,20.652,174.31725740848344,12735977439,2026-09-01 00:25:45.989248,01/09/26,0:25:45
20772,0.17,20.772,173.3102253032929,12735998211,2026-09-01 00:26:06.761248,01/09/26,0:26:6
20894,0.17,20.894,172.29826744519957,12736019105,2026-09-01 00:26:27.655248,01/09/26,0:26:27
20963,0.17,20.963,171.7311453513333,12736040068,2026-09-01 00:26:48.618248,01/09/26,0:26:48
21111,0.17,21.111,170.52721330112263,12736061179,2026-09-01 00:27:09.729248,01/09/26,0:27:9
21163,0.17,21.163,170.10820772102255,12736082342,2026-09-01 00:27:30.892248,01/09/26,0:27:30
21050,0.17,21.05,171.021377672209,12736103392,2026-09-01 00:27:51.942248,01/09/26,0:27:51
21289,0.17,21.289,169.10141387571045,12736124681,2026-09-01 00:28:13.231248,01/09/26,0:28:13
21401,0.17,21.401,168.216438484183,12736146082,2026-09-01 00:28:34.632248,01/09/26,0:28:34
