Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
26387,0.14,26.387,136.43081820593474,33189651,2025-12-29 00:00:19.983087,29/12/25,0:0:19
26481,0.14,26.481,135.94652769910502,33216132,2025-12-29 00:00:46.464087,29/12/25,0:0:46
26437,0.14,26.437,136.17278813783713,33242569,2025-12-29 00:01:12.901087,29/12/25,0:1:12
26650,0.14,26.65,135.08442776735458,33269219,2025-12-29 00:01:39.551087,29/12/25,0:1:39
26353,0.14,26.353,136.60683793116533,33295572,2025-12-29 00:02:05.904087,29/12/25,0:2:5
25465,0.14,25.465,141.37050854113488,33321037,2025-12-29 00:02:31.369087,29/12/25,0:2:31
25501,0.14,25.501,141.17093447315793,33346538,2025-12-29 00:02:56.870087,29/12/25,0:2:56
25448,0.14,25.448,141.46494812951903,33371986,2025-12-29 00:03:22.318087,29/12/25,0:3:22
25676,0.14,25.676,140.20875525782833,33397662,2025-12-29 00:03:47.994087,29/12/25,0:3:47
25531,0.14,25.531,141.0050526810544,33423193,2025-12-29 00:04:13.525087,29/12/25,0:4:13
26092,0.14,26.092,137.9733251571363,33449285,2025-12-29 00:04:39.617087,29/12/25,0:4:39
25625,0.14,25.625,140.4878048780488,33474910,2025-12-29 00:05:05.242087,29/12/25,0:5:5
25437,0.14,25.437,141.5261233636042,33500347,2025-12-29 00:05:30.679087,29/12/25,0:5:30
25155,0.14,25.155,143.11270125223615,33525502,2025-12-29 00:05:55.834087,29/12/25,0:5:55
26383,0.14,26.383,136.45150286169124,33551885,2025-12-29 00:06:22.217087,29/12/25,0:6:22
31916,0.11,31.916,112.79608973555584,33583801,2025-12-29 00:06:54.133087,29/12/25,0:6:54
40214,0.09,40.214,89.52106231660616,33624015,2025-12-29 00:07:34.347087,29/12/25,0:7:34
40092,0.09,40.092,89.79347500748278,33664107,2025-12-29 00:08:14.439087,29/12/25,0:8:14
40052,0.09,40.052,89.88315190252672,33704159,2025-12-29 00:08:54.491087,29/12/25,0:8:54
40081,0.09,40.081,89.8181183104214,33744240,2025-12-29 00:09:34.572087,29/12/25,0:9:34
40235,0.09,40.235,89.4743382627066,33784475,2025-12-29 00:10:14.807087,29/12/25,0:10:14
40277,0.09,40.277,89.38103632346004,33824752,2025-12-29 00:10:55.084087,29/12/25,0:10:55
40292,0.09,40.292,89.34776134220192,33865044,2025-12-29 00:11:35.376087,29/12/25,0:11:35
40217,0.09,40.217,89.51438446428128,33905261,2025-12-29 00:12:15.593087,29/12/25,0:12:15
40211,0.09,40.211,89.52774116535277,33945472,2025-12-29 00:12:55.804087,29/12/25,0:12:55
40295,0.09,40.295,89.34110931877404,33985767,2025-12-29 00:13:36.099087,29/12/25,0:13:36
40255,0.09,40.255,89.4298844863992,34026022,2025-12-29 00:14:16.354087,29/12/25,0:14:16
40227,0.09,40.227,89.49213215004848,34066249,2025-12-29 00:14:56.581087,29/12/25,0:14:56
39391,0.09,39.391,91.391434591658,34105640,2025-12-29 00:15:35.972087,29/12/25,0:15:35
37340,0.1,37.34,96.411355115158,34142980,2025-12-29 00:16:13.312087,29/12/25,0:16:13
37499,0.1,37.499,96.0025600682685,34180479,2025-12-29 00:16:50.811087,29/12/25,0:16:50
37517,0.09,37.517,95.95649972012687,34217996,2025-12-29 00:17:28.328087,29/12/25,0:17:28
37536,0.09,37.536,95.9079283887468,34255532,2025-12-29 00:18:05.864087,29/12/25,0:18:5
37548,0.09,37.548,95.87727708533077,34293080,2025-12-29 00:18:43.412087,29/12/25,0:18:43
37620,0.09,37.62,95.69377990430623,34330700,2025-12-29 00:19:21.032087,29/12/25,0:19:21
23922,0.15,23.922,150.48908954100827,34354622,2025-12-29 00:19:44.954087,29/12/25,0:19:44
21191,0.17,21.191,169.88344108347883,34375813,2025-12-29 00:20:06.145087,29/12/25,0:20:6
21387,0.17,21.387,168.3265535138168,34397200,2025-12-29 00:20:27.532087,29/12/25,0:20:27
21466,0.17,21.466,167.70707164818782,34418666,2025-12-29 00:20:48.998087,29/12/25,0:20:48
21573,0.17,21.573,166.87526074259492,34440239,2025-12-29 00:21:10.571087,29/12/25,0:21:10
21656,0.17,21.656,166.2356852604359,34461895,2025-12-29 00:21:32.227087,29/12/25,0:21:32
21821,0.16,21.821,164.97869025250904,34483716,2025-12-29 00:21:54.048087,29/12/25,0:21:54
21946,0.16,21.946,164.03900483003736,34505662,2025-12-29 00:22:15.994087,29/12/25,0:22:15
21988,0.16,21.988,163.7256685464799,34527650,2025-12-29 00:22:37.982087,29/12/25,0:22:37
22108,0.16,22.108,162.83698208793197,34549758,2025-12-29 00:23:00.090087,29/12/25,0:23:0
22201,0.16,22.201,162.15485788928427,34571959,2025-12-29 00:23:22.291087,29/12/25,0:23:22
22238,0.16,22.238,161.88506160625957,34594197,2025-12-29 00:23:44.529087,29/12/25,0:23:44
22094,0.16,22.094,162.94016475061102,34616291,2025-12-29 00:24:06.623087,29/12/25,0:24:6
22239,0.16,22.239,161.87778227438284,34638530,2025-12-29 00:24:28.862087,29/12/25,0:24:28
22401,0.16,22.401,160.70711128967457,34660931,2025-12-29 00:24:51.263087,29/12/25,0:24:51
22539,0.16,22.539,159.72314654598696,34683470,2025-12-29 00:25:13.802087,29/12/25,0:25:13
22824,0.16,22.824,157.72870662460568,34706294,2025-12-29 00:25:36.626087,29/12/25,0:25:36
23126,0.16,23.126,155.6689440456629,34729420,2025-12-29 00:25:59.752087,29/12/25,0:25:59
23107,0.16,23.107,155.7969446488077,34752527,2025-12-29 00:26:22.859087,29/12/25,0:26:22
23168,0.16,23.168,155.38674033149172,34775695,2025-12-29 00:26:46.027087,29/12/25,0:26:46
23325,0.15,23.325,154.34083601286173,34799020,2025-12-29 00:27:09.352087,29/12/25,0:27:9
23325,0.15,23.325,154.34083601286173,34822345,2025-12-29 00:27:32.677087,29/12/25,0:27:32
23414,0.15,23.414,153.75416417527975,34845759,2025-12-29 00:27:56.091087,29/12/25,0:27:56
23506,0.15,23.506,153.15238662469156,34869265,2025-12-29 00:28:19.597087,29/12/25,0:28:19
23511,0.15,23.511,153.1198162562205,34892776,2025-12-29 00:28:43.108087,29/12/25,0:28:43
23588,0.15,23.588,152.6199762591148,34916364,2025-12-29 00:29:06.696087,29/12/25,0:29:6
23683,0.15,23.683,152.00776928598572,34940047,2025-12-29 00:29:30.379087,29/12/25,0:29:30
25159,0.14,25.159,143.08994793115784,34965206,2025-12-29 00:29:55.538087,29/12/25,0:29:55
39525,0.09,39.525,91.08159392789373,35004731,2025-12-29 00:30:35.063087,29/12/25,0:30:35
38039,0.09,38.039,94.63971187465496,35042770,2025-12-29 00:31:13.102087,29/12/25,0:31:13
38244,0.09,38.244,94.13241292751805,35081014,2025-12-29 00:31:51.346087,29/12/25,0:31:51
38035,0.09,38.035,94.64966478243723,35119049,2025-12-29 00:32:29.381087,29/12/25,0:32:29
37901,0.09,37.901,94.98430120577294,35156950,2025-12-29 00:33:07.282087,29/12/25,0:33:7
38038,0.09,38.038,94.6421999053578,35194988,2025-12-29 00:33:45.320087,29/12/25,0:33:45
37968,0.09,37.968,94.81668773704172,35232956,2025-12-29 00:34:23.288087,29/12/25,0:34:23
38118,0.09,38.118,94.44356996694475,35271074,2025-12-29 00:35:01.406087,29/12/25,0:35:1
38267,0.09,38.267,94.07583557634516,35309341,2025-12-29 00:35:39.673087,29/12/25,0:35:39
38259,0.09,38.259,94.09550693954364,35347600,2025-12-29 00:36:17.932087,29/12/25,0:36:17
38410,0.09,38.41,93.72559229367353,35386010,2025-12-29 00:36:56.342087,29/12/25,0:36:56
38201,0.09,38.201,94.2383707232795,35424211,2025-12-29 00:37:34.543087,29/12/25,0:37:34
38028,0.09,38.028,94.66708740927737,35462239,2025-12-29 00:38:12.571087,29/12/25,0:38:12
36777,0.1,36.777,97.88726649808304,35499016,2025-12-29 00:38:49.348087,29/12/25,0:38:49
37119,0.1,37.119,96.98537137315121,35536135,2025-12-29 00:39:26.467087,29/12/25,0:39:26
37253,0.1,37.253,96.63651249563793,35573388,2025-12-29 00:40:03.720087,29/12/25,0:40:3
37315,0.1,37.315,96.47594801018357,35610703,2025-12-29 00:40:41.035087,29/12/25,0:40:41
37300,0.1,37.3,96.51474530831099,35648003,2025-12-29 00:41:18.335087,29/12/25,0:41:18
36612,0.1,36.612,98.32841691248771,35684615,2025-12-29 00:41:54.947087,29/12/25,0:41:54
36736,0.1,36.736,97.99651567944251,35721351,2025-12-29 00:42:31.683087,29/12/25,0:42:31
37760,0.09,37.76,95.33898305084746,35759111,2025-12-29 00:43:09.443087,29/12/25,0:43:9
37726,0.09,37.726,95.42490590044001,35796837,2025-12-29 00:43:47.169087,29/12/25,0:43:47
37702,0.09,37.702,95.48565062861387,35834539,2025-12-29 00:44:24.871087,29/12/25,0:44:24
37657,0.09,37.657,95.59975568951324,35872196,2025-12-29 00:45:02.528087,29/12/25,0:45:2
38079,0.09,38.079,94.54029780193808,35910275,2025-12-29 00:45:40.607087,29/12/25,0:45:40
37610,0.09,37.61,95.71922361074182,35947885,2025-12-29 00:46:18.217087,29/12/25,0:46:18
37185,0.1,37.185,96.81323114158936,35985070,2025-12-29 00:46:55.402087,29/12/25,0:46:55
37311,0.1,37.311,96.48629090616708,36022381,2025-12-29 00:47:32.713087,29/12/25,0:47:32
37312,0.1,37.312,96.483704974271,36059693,2025-12-29 00:48:10.025087,29/12/25,0:48:10
37403,0.1,37.403,96.24896398684598,36097096,2025-12-29 00:48:47.428087,29/12/25,0:48:47
38784,0.09,38.784,92.82178217821782,36135880,2025-12-29 00:49:26.212087,29/12/25,0:49:26
39871,0.09,39.871,90.29118908479848,36175751,2025-12-29 00:50:06.083087,29/12/25,0:50:6
39749,0.09,39.749,90.56831618405495,36215500,2025-12-29 00:50:45.832087,29/12/25,0:50:45
39650,0.09,39.65,90.79445145018916,36255150,2025-12-29 00:51:25.482087,29/12/25,0:51:25
40033,0.09,40.033,89.92581120575525,36295183,2025-12-29 00:52:05.515087,29/12/25,0:52:5
