Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
21739,0.17,21.739,165.60099360596163,12885480687,2026-08-08 00:00:15.441213,08/08/26,0:0:15
21452,0.17,21.452,167.81652060413947,12885502139,2026-08-08 00:00:36.893213,08/08/26,0:0:36
21503,0.17,21.503,167.41849974422175,12885523642,2026-08-08 00:00:58.396213,08/08/26,0:0:58
21423,0.17,21.423,168.04369135975352,12885545065,2026-08-08 00:01:19.819213,08/08/26,0:1:19
21373,0.17,21.373,168.43681280119776,12885566438,2026-08-08 00:01:41.192213,08/08/26,0:1:41
21385,0.17,21.385,168.34229600187047,12885587823,2026-08-08 00:02:02.577213,08/08/26,0:2:2
21328,0.17,21.328,168.79219804951236,12885609151,2026-08-08 00:02:23.905213,08/08/26,0:2:23
21600,0.17,21.6,166.66666666666666,12885630751,2026-08-08 00:02:45.505213,08/08/26,0:2:45
21687,0.17,21.687,165.9980633559275,12885652438,2026-08-08 00:03:07.192213,08/08/26,0:3:7
21772,0.17,21.772,165.3499908138894,12885674210,2026-08-08 00:03:28.964213,08/08/26,0:3:28
21670,0.17,21.67,166.12828795569914,12885695880,2026-08-08 00:03:50.634213,08/08/26,0:3:50
21516,0.17,21.516,167.31734523145565,12885717396,2026-08-08 00:04:12.150213,08/08/26,0:4:12
21700,0.17,21.7,165.89861751152074,12885739096,2026-08-08 00:04:33.850213,08/08/26,0:4:33
21689,0.17,21.689,165.98275623587995,12885760785,2026-08-08 00:04:55.539213,08/08/26,0:4:55
21626,0.17,21.626,166.46629057615831,12885782411,2026-08-08 00:05:17.165213,08/08/26,0:5:17
21546,0.17,21.546,167.0843776106934,12885803957,2026-08-08 00:05:38.711213,08/08/26,0:5:38
21330,0.17,21.33,168.77637130801688,12885825287,2026-08-08 00:06:00.041213,08/08/26,0:6:0
21101,0.17,21.101,170.6080280555424,12885846388,2026-08-08 00:06:21.142213,08/08/26,0:6:21
20984,0.17,20.984,171.5592832634388,12885867372,2026-08-08 00:06:42.126213,08/08/26,0:6:42
21269,0.17,21.269,169.26042597207203,12885888641,2026-08-08 00:07:03.395213,08/08/26,0:7:3
21242,0.17,21.242,169.4755672723849,12885909883,2026-08-08 00:07:24.637213,08/08/26,0:7:24
21606,0.17,21.606,166.62038322688142,12885931489,2026-08-08 00:07:46.243213,08/08/26,0:7:46
21595,0.17,21.595,166.7052558462607,12885953084,2026-08-08 00:08:07.838213,08/08/26,0:8:7
21652,0.17,21.652,166.2663957140218,12885974736,2026-08-08 00:08:29.490213,08/08/26,0:8:29
21613,0.17,21.613,166.56641835932078,12885996349,2026-08-08 00:08:51.103213,08/08/26,0:8:51
21647,0.17,21.647,166.30479974130364,12886017996,2026-08-08 00:09:12.750213,08/08/26,0:9:12
21683,0.17,21.683,166.0286860674261,12886039679,2026-08-08 00:09:34.433213,08/08/26,0:9:34
21639,0.17,21.639,166.3662830999584,12886061318,2026-08-08 00:09:56.072213,08/08/26,0:9:56
21606,0.17,21.606,166.62038322688142,12886082924,2026-08-08 00:10:17.678213,08/08/26,0:10:17
21767,0.17,21.767,165.3879726191023,12886104691,2026-08-08 00:10:39.445213,08/08/26,0:10:39
21712,0.17,21.712,165.8069270449521,12886126403,2026-08-08 00:11:01.157213,08/08/26,0:11:1
21888,0.16,21.888,164.47368421052633,12886148291,2026-08-08 00:11:23.045213,08/08/26,0:11:23
21987,0.16,21.987,163.73311502251332,12886170278,2026-08-08 00:11:45.032213,08/08/26,0:11:45
21950,0.16,21.95,164.00911161731207,12886192228,2026-08-08 00:12:06.982213,08/08/26,0:12:6
21993,0.16,21.993,163.6884463238303,12886214221,2026-08-08 00:12:28.975213,08/08/26,0:12:28
22127,0.16,22.127,162.6971573191124,12886236348,2026-08-08 00:12:51.102213,08/08/26,0:12:51
22102,0.16,22.102,162.88118722287575,12886258450,2026-08-08 00:13:13.204213,08/08/26,0:13:13
22094,0.16,22.094,162.94016475061102,12886280544,2026-08-08 00:13:35.298213,08/08/26,0:13:35
22076,0.16,22.076,163.07302047472368,12886302620,2026-08-08 00:13:57.374213,08/08/26,0:13:57
22310,0.16,22.31,161.36261766024205,12886324930,2026-08-08 00:14:19.684213,08/08/26,0:14:19
22161,0.16,22.161,162.4475429809124,12886347091,2026-08-08 00:14:41.845213,08/08/26,0:14:41
22256,0.16,22.256,161.75413371675054,12886369347,2026-08-08 00:15:04.101213,08/08/26,0:15:4
22282,0.16,22.282,161.5653891033121,12886391629,2026-08-08 00:15:26.383213,08/08/26,0:15:26
22257,0.16,22.257,161.74686615446825,12886413886,2026-08-08 00:15:48.640213,08/08/26,0:15:48
22233,0.16,22.233,161.92146808797733,12886436119,2026-08-08 00:16:10.873213,08/08/26,0:16:10
22218,0.16,22.218,162.03078584931137,12886458337,2026-08-08 00:16:33.091213,08/08/26,0:16:33
22478,0.16,22.478,160.15659756206068,12886480815,2026-08-08 00:16:55.569213,08/08/26,0:16:55
22625,0.16,22.625,159.11602209944752,12886503440,2026-08-08 00:17:18.194213,08/08/26,0:17:18
22524,0.16,22.524,159.82951518380395,12886525964,2026-08-08 00:17:40.718213,08/08/26,0:17:40
22614,0.16,22.614,159.19342000530645,12886548578,2026-08-08 00:18:03.332213,08/08/26,0:18:3
22586,0.16,22.586,159.39077304524926,12886571164,2026-08-08 00:18:25.918213,08/08/26,0:18:25
22637,0.16,22.637,159.03167380836683,12886593801,2026-08-08 00:18:48.555213,08/08/26,0:18:48
22661,0.16,22.661,158.86324522307046,12886616462,2026-08-08 00:19:11.216213,08/08/26,0:19:11
22778,0.16,22.778,158.0472385635262,12886639240,2026-08-08 00:19:33.994213,08/08/26,0:19:33
22996,0.16,22.996,156.5489650373978,12886662236,2026-08-08 00:19:56.990213,08/08/26,0:19:56
23011,0.16,23.011,156.44691669201686,12886685247,2026-08-08 00:20:20.001213,08/08/26,0:20:20
22984,0.16,22.984,156.63069961712495,12886708231,2026-08-08 00:20:42.985213,08/08/26,0:20:42
22926,0.16,22.926,157.02695629416382,12886731157,2026-08-08 00:21:05.911213,08/08/26,0:21:5
23013,0.16,23.013,156.4333202972233,12886754170,2026-08-08 00:21:28.924213,08/08/26,0:21:28
22993,0.16,22.993,156.56939068412126,12886777163,2026-08-08 00:21:51.917213,08/08/26,0:21:51
22905,0.16,22.905,157.17092337917487,12886800068,2026-08-08 00:22:14.822213,08/08/26,0:22:14
23002,0.16,23.002,156.50812972784976,12886823070,2026-08-08 00:22:37.824213,08/08/26,0:22:37
22965,0.16,22.965,156.7602873938602,12886846035,2026-08-08 00:23:00.789213,08/08/26,0:23:0
23131,0.16,23.131,155.63529462625914,12886869166,2026-08-08 00:23:23.920213,08/08/26,0:23:23
23102,0.16,23.102,155.83066401177388,12886892268,2026-08-08 00:23:47.022213,08/08/26,0:23:47
23093,0.16,23.093,155.8913956610228,12886915361,2026-08-08 00:24:10.115213,08/08/26,0:24:10
22611,0.16,22.611,159.214541594799,12886937972,2026-08-08 00:24:32.726213,08/08/26,0:24:32
22521,0.16,22.521,159.85080591447982,12886960493,2026-08-08 00:24:55.247213,08/08/26,0:24:55
22540,0.16,22.54,159.71606033717836,12886983033,2026-08-08 00:25:17.787213,08/08/26,0:25:17
22602,0.16,22.602,159.27794000530926,12887005635,2026-08-08 00:25:40.389213,08/08/26,0:25:40
22584,0.16,22.584,159.4048884165781,12887028219,2026-08-08 00:26:02.973213,08/08/26,0:26:2
22678,0.16,22.678,158.74415733309814,12887050897,2026-08-08 00:26:25.651213,08/08/26,0:26:25
22599,0.16,22.599,159.2990840302668,12887073496,2026-08-08 00:26:48.250213,08/08/26,0:26:48
22568,0.16,22.568,159.51790145338532,12887096064,2026-08-08 00:27:10.818213,08/08/26,0:27:10
22620,0.16,22.62,159.15119363395226,12887118684,2026-08-08 00:27:33.438213,08/08/26,0:27:33
22563,0.16,22.563,159.55325089748703,12887141247,2026-08-08 00:27:56.001213,08/08/26,0:27:56
22564,0.16,22.564,159.54617975536252,12887163811,2026-08-08 00:28:18.565213,08/08/26,0:28:18
22571,0.16,22.571,159.49669930441718,12887186382,2026-08-08 00:28:41.136213,08/08/26,0:28:41
22469,0.16,22.469,160.22074858694202,12887208851,2026-08-08 00:29:03.605213,08/08/26,0:29:3
22581,0.16,22.581,159.42606616181746,12887231432,2026-08-08 00:29:26.186213,08/08/26,0:29:26
16447,0.22,16.447,218.88490302182768,12887247879,2026-08-08 00:29:42.633213,08/08/26,0:29:42
14889,0.24,14.889,241.78924037880316,12887262768,2026-08-08 00:29:57.522213,08/08/26,0:29:57
14820,0.24,14.82,242.914979757085,12887277588,2026-08-08 00:30:12.342213,08/08/26,0:30:12
14820,0.24,14.82,242.914979757085,12887292408,2026-08-08 00:30:27.162213,08/08/26,0:30:27
14803,0.24,14.803,243.19394717287037,12887307211,2026-08-08 00:30:41.965213,08/08/26,0:30:41
14858,0.24,14.858,242.29371382420246,12887322069,2026-08-08 00:30:56.823213,08/08/26,0:30:56
14955,0.24,14.955,240.72216649949848,12887337024,2026-08-08 00:31:11.778213,08/08/26,0:31:11
14980,0.24,14.98,240.32042723631508,12887352004,2026-08-08 00:31:26.758213,08/08/26,0:31:26
15057,0.24,15.057,239.09145248057382,12887367061,2026-08-08 00:31:41.815213,08/08/26,0:31:41
15088,0.24,15.088,238.60021208907742,12887382149,2026-08-08 00:31:56.903213,08/08/26,0:31:56
15162,0.24,15.162,237.43569449940642,12887397311,2026-08-08 00:32:12.065213,08/08/26,0:32:12
15164,0.24,15.164,237.4043787918755,12887412475,2026-08-08 00:32:27.229213,08/08/26,0:32:27
15215,0.24,15.215,236.6086099244167,12887427690,2026-08-08 00:32:42.444213,08/08/26,0:32:42
15222,0.24,15.222,236.4998029168309,12887442912,2026-08-08 00:32:57.666213,08/08/26,0:32:57
15302,0.23,15.302,235.263364266109,12887458214,2026-08-08 00:33:12.968213,08/08/26,0:33:12
15316,0.23,15.316,235.04831548707233,12887473530,2026-08-08 00:33:28.284213,08/08/26,0:33:28
15324,0.23,15.324,234.92560689115115,12887488854,2026-08-08 00:33:43.608213,08/08/26,0:33:43
15404,0.23,15.404,233.70553103090106,12887504258,2026-08-08 00:33:59.012213,08/08/26,0:33:59
15405,0.23,15.405,233.69036027263874,12887519663,2026-08-08 00:34:14.417213,08/08/26,0:34:14
15466,0.23,15.466,232.7686538212854,12887535129,2026-08-08 00:34:29.883213,08/08/26,0:34:29
15445,0.23,15.445,233.0851408222726,12887550574,2026-08-08 00:34:45.328213,08/08/26,0:34:45
15503,0.23,15.503,232.21312004128234,12887566077,2026-08-08 00:35:00.831213,08/08/26,0:35:0
15494,0.23,15.494,232.34800567961793,12887581571,2026-08-08 00:35:16.325213,08/08/26,0:35:16
15530,0.23,15.53,231.809401159047,12887597101,2026-08-08 00:35:31.855213,08/08/26,0:35:31
15557,0.23,15.557,231.40708362794882,12887612658,2026-08-08 00:35:47.412213,08/08/26,0:35:47
15536,0.23,15.536,231.71987641606592,12887628194,2026-08-08 00:36:02.948213,08/08/26,0:36:2
