Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
39078,0.09,39.078,92.12344541685859,13496890669,2026-05-27 00:00:03.225741,27/05/26,0:0:3
39028,0.09,39.028,92.24146766424106,13496929697,2026-05-27 00:00:42.253741,27/05/26,0:0:42
38869,0.09,38.869,92.61879647019475,13496968566,2026-05-27 00:01:21.122741,27/05/26,0:1:21
39057,0.09,39.057,92.1729779552961,13497007623,2026-05-27 00:02:00.179741,27/05/26,0:2:0
38976,0.09,38.976,92.36453201970443,13497046599,2026-05-27 00:02:39.155741,27/05/26,0:2:39
37721,0.09,37.721,95.4375546777657,13497084320,2026-05-27 00:03:16.876741,27/05/26,0:3:16
37931,0.09,37.931,94.90917719016109,13497122251,2026-05-27 00:03:54.807741,27/05/26,0:3:54
38112,0.09,38.112,94.45843828715365,13497160363,2026-05-27 00:04:32.919741,27/05/26,0:4:32
38270,0.09,38.27,94.06846093545859,13497198633,2026-05-27 00:05:11.189741,27/05/26,0:5:11
38128,0.09,38.128,94.41879983214436,13497236761,2026-05-27 00:05:49.317741,27/05/26,0:5:49
38107,0.09,38.107,94.47083213057968,13497274868,2026-05-27 00:06:27.424741,27/05/26,0:6:27
37680,0.09,37.68,95.54140127388536,13497312548,2026-05-27 00:07:05.104741,27/05/26,0:7:5
38329,0.09,38.329,93.92366093558402,13497350877,2026-05-27 00:07:43.433741,27/05/26,0:7:43
39270,0.09,39.27,91.67303284950344,13497390147,2026-05-27 00:08:22.703741,27/05/26,0:8:22
39230,0.09,39.23,91.76650522559265,13497429377,2026-05-27 00:09:01.933741,27/05/26,0:9:1
39188,0.09,39.188,91.86485658875166,13497468565,2026-05-27 00:09:41.121741,27/05/26,0:9:41
39334,0.09,39.334,91.52387247673768,13497507899,2026-05-27 00:10:20.455741,27/05/26,0:10:20
39211,0.09,39.211,91.81097141108363,13497547110,2026-05-27 00:10:59.666741,27/05/26,0:10:59
39220,0.09,39.22,91.78990311065783,13497586330,2026-05-27 00:11:38.886741,27/05/26,0:11:38
39271,0.09,39.271,91.67069847979425,13497625601,2026-05-27 00:12:18.157741,27/05/26,0:12:18
39313,0.09,39.313,91.57276219062396,13497664914,2026-05-27 00:12:57.470741,27/05/26,0:12:57
39477,0.09,39.477,91.19233984345315,13497704391,2026-05-27 00:13:36.947741,27/05/26,0:13:36
39462,0.09,39.462,91.2270031929451,13497743853,2026-05-27 00:14:16.409741,27/05/26,0:14:16
39889,0.09,39.889,90.25044498483291,13497783742,2026-05-27 00:14:56.298741,27/05/26,0:14:56
40212,0.09,40.212,89.52551477170994,13497823954,2026-05-27 00:15:36.510741,27/05/26,0:15:36
40410,0.09,40.41,89.08685968819599,13497864364,2026-05-27 00:16:16.920741,27/05/26,0:16:16
40250,0.09,40.25,89.44099378881988,13497904614,2026-05-27 00:16:57.170741,27/05/26,0:16:57
40165,0.09,40.165,89.63027511515001,13497944779,2026-05-27 00:17:37.335741,27/05/26,0:17:37
40228,0.09,40.228,89.48990752709555,13497985007,2026-05-27 00:18:17.563741,27/05/26,0:18:17
40143,0.09,40.143,89.67939615873253,13498025150,2026-05-27 00:18:57.706741,27/05/26,0:18:57
40392,0.09,40.392,89.12655971479501,13498065542,2026-05-27 00:19:38.098741,27/05/26,0:19:38
40183,0.09,40.183,89.5901251773138,13498105725,2026-05-27 00:20:18.281741,27/05/26,0:20:18
40399,0.09,40.399,89.11111661179733,13498146124,2026-05-27 00:20:58.680741,27/05/26,0:20:58
40159,0.09,40.159,89.64366642595682,13498186283,2026-05-27 00:21:38.839741,27/05/26,0:21:38
39886,0.09,39.886,90.25723311437598,13498226169,2026-05-27 00:22:18.725741,27/05/26,0:22:18
40038,0.09,40.038,89.91458114790949,13498266207,2026-05-27 00:22:58.763741,27/05/26,0:22:58
40039,0.09,40.039,89.91233547291391,13498306246,2026-05-27 00:23:38.802741,27/05/26,0:23:38
40096,0.09,40.096,89.78451715881883,13498346342,2026-05-27 00:24:18.898741,27/05/26,0:24:18
40122,0.09,40.122,89.72633467922836,13498386464,2026-05-27 00:24:59.020741,27/05/26,0:24:59
40055,0.09,40.055,89.87641992260642,13498426519,2026-05-27 00:25:39.075741,27/05/26,0:25:39
40050,0.09,40.05,89.88764044943821,13498466569,2026-05-27 00:26:19.125741,27/05/26,0:26:19
40019,0.09,40.019,89.95727029660911,13498506588,2026-05-27 00:26:59.144741,27/05/26,0:26:59
39766,0.09,39.766,90.52959814917266,13498546354,2026-05-27 00:27:38.910741,27/05/26,0:27:38
40632,0.09,40.632,88.60011813349084,13498586986,2026-05-27 00:28:19.542741,27/05/26,0:28:19
40455,0.09,40.455,88.98776418242491,13498627441,2026-05-27 00:28:59.997741,27/05/26,0:28:59
40594,0.09,40.594,88.68305660935114,13498668035,2026-05-27 00:29:40.591741,27/05/26,0:29:40
40456,0.09,40.456,88.98556456397074,13498708491,2026-05-27 00:30:21.047741,27/05/26,0:30:21
37746,0.09,37.746,95.37434430138293,13498746237,2026-05-27 00:30:58.793741,27/05/26,0:30:58
38051,0.09,38.051,94.60986570655173,13498784288,2026-05-27 00:31:36.844741,27/05/26,0:31:36
37930,0.09,37.93,94.91167940943843,13498822218,2026-05-27 00:32:14.774741,27/05/26,0:32:14
37245,0.1,37.245,96.65726943213855,13498859463,2026-05-27 00:32:52.019741,27/05/26,0:32:52
37000,0.1,37.0,97.29729729729729,13498896463,2026-05-27 00:33:29.019741,27/05/26,0:33:29
28656,0.12,28.656,125.62814070351759,13498925119,2026-05-27 00:33:57.675741,27/05/26,0:33:57
20579,0.17,20.579,174.93561397541183,13498945698,2026-05-27 00:34:18.254741,27/05/26,0:34:18
20356,0.18,20.356,176.85203379838867,13498966054,2026-05-27 00:34:38.610741,27/05/26,0:34:38
20377,0.18,20.377,176.6697747460372,13498986431,2026-05-27 00:34:58.987741,27/05/26,0:34:58
20481,0.17,20.481,175.77266735022704,13499006912,2026-05-27 00:35:19.468741,27/05/26,0:35:19
20577,0.17,20.577,174.95261699956262,13499027489,2026-05-27 00:35:40.045741,27/05/26,0:35:40
20841,0.17,20.841,172.7364329926587,13499048330,2026-05-27 00:36:00.886741,27/05/26,0:36:0
20891,0.17,20.891,172.32300990857306,13499069221,2026-05-27 00:36:21.777741,27/05/26,0:36:21
20978,0.17,20.978,171.60835160644484,13499090199,2026-05-27 00:36:42.755741,27/05/26,0:36:42
21071,0.17,21.071,170.85093256134024,13499111270,2026-05-27 00:37:03.826741,27/05/26,0:37:3
21139,0.17,21.139,170.30133875774635,13499132409,2026-05-27 00:37:24.965741,27/05/26,0:37:24
21210,0.17,21.21,169.73125884016974,13499153619,2026-05-27 00:37:46.175741,27/05/26,0:37:46
21338,0.17,21.338,168.71309401068515,13499174957,2026-05-27 00:38:07.513741,27/05/26,0:38:7
21360,0.17,21.36,168.53932584269663,13499196317,2026-05-27 00:38:28.873741,27/05/26,0:38:28
21476,0.17,21.476,167.62898118830321,13499217793,2026-05-27 00:38:50.349741,27/05/26,0:38:50
21603,0.17,21.603,166.64352173309263,13499239396,2026-05-27 00:39:11.952741,27/05/26,0:39:11
21533,0.17,21.533,167.18525054567408,13499260929,2026-05-27 00:39:33.485741,27/05/26,0:39:33
21556,0.17,21.556,167.00686583781777,13499282485,2026-05-27 00:39:55.041741,27/05/26,0:39:55
22021,0.16,22.021,163.48031424549293,13499304506,2026-05-27 00:40:17.062741,27/05/26,0:40:17
22183,0.16,22.183,162.2864355587612,13499326689,2026-05-27 00:40:39.245741,27/05/26,0:40:39
