Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
27200,0.13,27.2,132.35294117647058,12764742511,2026-08-24 00:00:05.563514,24/08/26,0:0:5
27197,0.13,27.197,132.36754053755928,12764769708,2026-08-24 00:00:32.760514,24/08/26,0:0:32
26015,0.14,26.015,138.38170286373247,12764795723,2026-08-24 00:00:58.775514,24/08/26,0:0:58
25585,0.14,25.585,140.7074457690053,12764821308,2026-08-24 00:01:24.360514,24/08/26,0:1:24
26218,0.14,26.218,137.3102448699367,12764847526,2026-08-24 00:01:50.578514,24/08/26,0:1:50
26951,0.13,26.951,133.57574858075768,12764874477,2026-08-24 00:02:17.529514,24/08/26,0:2:17
27022,0.13,27.022,133.2247798090445,12764901499,2026-08-24 00:02:44.551514,24/08/26,0:2:44
26997,0.13,26.997,133.3481497944216,12764928496,2026-08-24 00:03:11.548514,24/08/26,0:3:11
26940,0.13,26.94,133.630289532294,12764955436,2026-08-24 00:03:38.488514,24/08/26,0:3:38
27055,0.13,27.055,133.06228053964148,12764982491,2026-08-24 00:04:05.543514,24/08/26,0:4:5
27130,0.13,27.13,132.69443420567637,12765009621,2026-08-24 00:04:32.673514,24/08/26,0:4:32
27520,0.13,27.52,130.8139534883721,12765037141,2026-08-24 00:05:00.193514,24/08/26,0:5:0
27524,0.13,27.524,130.79494259555298,12765064665,2026-08-24 00:05:27.717514,24/08/26,0:5:27
27807,0.13,27.807,129.46380407810983,12765092472,2026-08-24 00:05:55.524514,24/08/26,0:5:55
27767,0.13,27.767,129.6503043180754,12765120239,2026-08-24 00:06:23.291514,24/08/26,0:6:23
27109,0.13,27.109,132.79722601350105,12765147348,2026-08-24 00:06:50.400514,24/08/26,0:6:50
27582,0.13,27.582,130.51990428540353,12765174930,2026-08-24 00:07:17.982514,24/08/26,0:7:17
27618,0.13,27.618,130.3497718878992,12765202548,2026-08-24 00:07:45.600514,24/08/26,0:7:45
27643,0.13,27.643,130.2318851065369,12765230191,2026-08-24 00:08:13.243514,24/08/26,0:8:13
27640,0.13,27.64,130.24602026049203,12765257831,2026-08-24 00:08:40.883514,24/08/26,0:8:40
16007,0.22,16.007,224.90160554757293,12765273838,2026-08-24 00:08:56.890514,24/08/26,0:8:56
16890,0.21,16.89,213.14387211367674,12765290728,2026-08-24 00:09:13.780514,24/08/26,0:9:13
16781,0.21,16.781,214.52833561766283,12765307509,2026-08-24 00:09:30.561514,24/08/26,0:9:30
16861,0.21,16.861,213.51046794377558,12765324370,2026-08-24 00:09:47.422514,24/08/26,0:9:47
16899,0.21,16.899,213.0303568258477,12765341269,2026-08-24 00:10:04.321514,24/08/26,0:10:4
16938,0.21,16.938,212.53985122210415,12765358207,2026-08-24 00:10:21.259514,24/08/26,0:10:21
17030,0.21,17.03,211.39166177334116,12765375237,2026-08-24 00:10:38.289514,24/08/26,0:10:38
17137,0.21,17.137,210.07177452296202,12765392374,2026-08-24 00:10:55.426514,24/08/26,0:10:55
17162,0.21,17.162,209.76576156625103,12765409536,2026-08-24 00:11:12.588514,24/08/26,0:11:12
17223,0.21,17.223,209.02281832433374,12765426759,2026-08-24 00:11:29.811514,24/08/26,0:11:29
17443,0.21,17.443,206.38651608094938,12765444202,2026-08-24 00:11:47.254514,24/08/26,0:11:47
17669,0.2,17.669,203.74667496745712,12765461871,2026-08-24 00:12:04.923514,24/08/26,0:12:4
17583,0.2,17.583,204.7432178809077,12765479454,2026-08-24 00:12:22.506514,24/08/26,0:12:22
17687,0.2,17.687,203.53932266636514,12765497141,2026-08-24 00:12:40.193514,24/08/26,0:12:40
17699,0.2,17.699,203.40132210859372,12765514840,2026-08-24 00:12:57.892514,24/08/26,0:12:57
17816,0.2,17.816,202.0655590480467,12765532656,2026-08-24 00:13:15.708514,24/08/26,0:13:15
17800,0.2,17.8,202.24719101123594,12765550456,2026-08-24 00:13:33.508514,24/08/26,0:13:33
17827,0.2,17.827,201.94087619902396,12765568283,2026-08-24 00:13:51.335514,24/08/26,0:13:51
17881,0.2,17.881,201.3310217549354,12765586164,2026-08-24 00:14:09.216514,24/08/26,0:14:9
17834,0.2,17.834,201.86161264999438,12765603998,2026-08-24 00:14:27.050514,24/08/26,0:14:27
17901,0.2,17.901,201.10608345902463,12765621899,2026-08-24 00:14:44.951514,24/08/26,0:14:44
