Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
35255,0.1,35.255,102.11317543610835,13469626896,2026-06-02 00:00:11.600670,02/06/26,0:0:11
35791,0.1,35.791,100.58394568466933,13469662687,2026-06-02 00:00:47.391670,02/06/26,0:0:47
34541,0.1,34.541,104.22396572189572,13469697228,2026-06-02 00:01:21.932670,02/06/26,0:1:21
34476,0.1,34.476,104.42046641141664,13469731704,2026-06-02 00:01:56.408670,02/06/26,0:1:56
35174,0.1,35.174,102.34832546767498,13469766878,2026-06-02 00:02:31.582670,02/06/26,0:2:31
35224,0.1,35.224,102.20304337951397,13469802102,2026-06-02 00:03:06.806670,02/06/26,0:3:6
35324,0.1,35.324,101.91371305627902,13469837426,2026-06-02 00:03:42.130670,02/06/26,0:3:42
35255,0.1,35.255,102.11317543610835,13469872681,2026-06-02 00:04:17.385670,02/06/26,0:4:17
35251,0.1,35.251,102.12476241808743,13469907932,2026-06-02 00:04:52.636670,02/06/26,0:4:52
35145,0.1,35.145,102.43277848911652,13469943077,2026-06-02 00:05:27.781670,02/06/26,0:5:27
35586,0.1,35.586,101.16337885685383,13469978663,2026-06-02 00:06:03.367670,02/06/26,0:6:3
26649,0.14,26.649,135.08949679162444,13470005312,2026-06-02 00:06:30.016670,02/06/26,0:6:30
19884,0.18,19.884,181.05009052504525,13470025196,2026-06-02 00:06:49.900670,02/06/26,0:6:49
19729,0.18,19.729,182.4725024076233,13470044925,2026-06-02 00:07:09.629670,02/06/26,0:7:9
19810,0.18,19.81,181.7264008076729,13470064735,2026-06-02 00:07:29.439670,02/06/26,0:7:29
19994,0.18,19.994,180.05401620486145,13470084729,2026-06-02 00:07:49.433670,02/06/26,0:7:49
20312,0.18,20.312,177.23513194170934,13470105041,2026-06-02 00:08:09.745670,02/06/26,0:8:9
20552,0.17,20.552,175.16543402101985,13470125593,2026-06-02 00:08:30.297670,02/06/26,0:8:30
20630,0.17,20.63,174.503150751333,13470146223,2026-06-02 00:08:50.927670,02/06/26,0:8:50
20712,0.17,20.712,173.81228273464657,13470166935,2026-06-02 00:09:11.639670,02/06/26,0:9:11
20869,0.17,20.869,172.50467200153338,13470187804,2026-06-02 00:09:32.508670,02/06/26,0:9:32
