Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
40801,0.09,40.801,88.23313154089361,14432392300,2026-04-23 00:00:34.949320,23/04/26,0:0:34
40596,0.09,40.596,88.67868755542418,14432432896,2026-04-23 00:01:15.545320,23/04/26,0:1:15
40801,0.09,40.801,88.23313154089361,14432473697,2026-04-23 00:01:56.346320,23/04/26,0:1:56
40729,0.09,40.729,88.38910849763069,14432514426,2026-04-23 00:02:37.075320,23/04/26,0:2:37
39504,0.09,39.504,91.13001215066829,14432553930,2026-04-23 00:03:16.579320,23/04/26,0:3:16
39414,0.09,39.414,91.33810321205662,14432593344,2026-04-23 00:03:55.993320,23/04/26,0:3:55
39806,0.09,39.806,90.43862734261167,14432633150,2026-04-23 00:04:35.799320,23/04/26,0:4:35
39717,0.09,39.717,90.6412871062769,14432672867,2026-04-23 00:05:15.516320,23/04/26,0:5:15
39684,0.09,39.684,90.71666162685213,14432712551,2026-04-23 00:05:55.200320,23/04/26,0:5:55
39885,0.09,39.885,90.25949605114705,14432752436,2026-04-23 00:06:35.085320,23/04/26,0:6:35
39897,0.09,39.897,90.23234829686443,14432792333,2026-04-23 00:07:14.982320,23/04/26,0:7:14
39923,0.09,39.923,90.17358414948777,14432832256,2026-04-23 00:07:54.905320,23/04/26,0:7:54
39891,0.09,39.891,90.24592013236068,14432872147,2026-04-23 00:08:34.796320,23/04/26,0:8:34
41204,0.09,41.204,87.37015823706436,14432913351,2026-04-23 00:09:16.000320,23/04/26,0:9:16
41114,0.09,41.114,87.56141460329815,14432954465,2026-04-23 00:09:57.114320,23/04/26,0:9:57
41301,0.09,41.301,87.16495968620615,14432995766,2026-04-23 00:10:38.415320,23/04/26,0:10:38
41272,0.09,41.272,87.22620662919171,14433037038,2026-04-23 00:11:19.687320,23/04/26,0:11:19
41348,0.09,41.348,87.0658798490858,14433078386,2026-04-23 00:12:01.035320,23/04/26,0:12:1
41300,0.09,41.3,87.16707021791767,14433119686,2026-04-23 00:12:42.335320,23/04/26,0:12:42
41308,0.09,41.308,87.15018882540912,14433160994,2026-04-23 00:13:23.643320,23/04/26,0:13:23
41372,0.09,41.372,87.01537271584647,14433202366,2026-04-23 00:14:05.015320,23/04/26,0:14:5
42008,0.09,42.008,85.69796229289659,14433244374,2026-04-23 00:14:47.023320,23/04/26,0:14:47
42224,0.09,42.224,85.2595680181887,14433286598,2026-04-23 00:15:29.247320,23/04/26,0:15:29
42339,0.09,42.339,85.02798837950826,14433328937,2026-04-23 00:16:11.586320,23/04/26,0:16:11
42458,0.08,42.458,84.78967450186066,14433371395,2026-04-23 00:16:54.044320,23/04/26,0:16:54
42338,0.09,42.338,85.02999669327791,14433413733,2026-04-23 00:17:36.382320,23/04/26,0:17:36
42257,0.09,42.257,85.19298577750432,14433455990,2026-04-23 00:18:18.639320,23/04/26,0:18:18
42217,0.09,42.217,85.27370490560675,14433498207,2026-04-23 00:19:00.856320,23/04/26,0:19:0
42542,0.08,42.542,84.6222556532368,14433540749,2026-04-23 00:19:43.398320,23/04/26,0:19:43
42372,0.08,42.372,84.96176720475786,14433583121,2026-04-23 00:20:25.770320,23/04/26,0:20:25
42423,0.08,42.423,84.8596280319638,14433625544,2026-04-23 00:21:08.193320,23/04/26,0:21:8
42463,0.08,42.463,84.77969055412947,14433668007,2026-04-23 00:21:50.656320,23/04/26,0:21:50
42238,0.09,42.238,85.23130830058241,14433710245,2026-04-23 00:22:32.894320,23/04/26,0:22:32
42079,0.09,42.079,85.55336391073932,14433752324,2026-04-23 00:23:14.973320,23/04/26,0:23:14
42183,0.09,42.183,85.34243652656284,14433794507,2026-04-23 00:23:57.156320,23/04/26,0:23:57
42218,0.09,42.218,85.27168506324317,14433836725,2026-04-23 00:24:39.374320,23/04/26,0:24:39
42208,0.09,42.208,85.29188779378318,14433878933,2026-04-23 00:25:21.582320,23/04/26,0:25:21
42105,0.09,42.105,85.50053437833986,14433921038,2026-04-23 00:26:03.687320,23/04/26,0:26:3
42188,0.09,42.188,85.33232198729496,14433963226,2026-04-23 00:26:45.875320,23/04/26,0:26:45
42021,0.09,42.021,85.67144998929106,14434005247,2026-04-23 00:27:27.896320,23/04/26,0:27:27
42099,0.09,42.099,85.51272001710254,14434047346,2026-04-23 00:28:09.995320,23/04/26,0:28:9
42192,0.09,42.192,85.32423208191126,14434089538,2026-04-23 00:28:52.187320,23/04/26,0:28:52
42182,0.09,42.182,85.34445972215637,14434131720,2026-04-23 00:29:34.369320,23/04/26,0:29:34
42186,0.09,42.186,85.33636751528944,14434173906,2026-04-23 00:30:16.555320,23/04/26,0:30:16
42088,0.09,42.088,85.53506937844516,14434215994,2026-04-23 00:30:58.643320,23/04/26,0:30:58
42155,0.09,42.155,85.39912228679871,14434258149,2026-04-23 00:31:40.798320,23/04/26,0:31:40
42124,0.09,42.124,85.46196942360649,14434300273,2026-04-23 00:32:22.922320,23/04/26,0:32:22
42033,0.09,42.033,85.64699164941831,14434342306,2026-04-23 00:33:04.955320,23/04/26,0:33:4
42339,0.09,42.339,85.02798837950826,14434384645,2026-04-23 00:33:47.294320,23/04/26,0:33:47
42156,0.09,42.156,85.39709649871904,14434426801,2026-04-23 00:34:29.450320,23/04/26,0:34:29
42251,0.09,42.251,85.20508390333957,14434469052,2026-04-23 00:35:11.701320,23/04/26,0:35:11
42228,0.09,42.228,85.25149190110827,14434511280,2026-04-23 00:35:53.929320,23/04/26,0:35:53
42263,0.09,42.263,85.1808910867662,14434553543,2026-04-23 00:36:36.192320,23/04/26,0:36:36
42095,0.09,42.095,85.52084570614088,14434595638,2026-04-23 00:37:18.287320,23/04/26,0:37:18
42114,0.09,42.114,85.48226243054566,14434637752,2026-04-23 00:38:00.401320,23/04/26,0:38:0
42165,0.09,42.165,85.37886872998932,14434679917,2026-04-23 00:38:42.566320,23/04/26,0:38:42
42256,0.09,42.256,85.19500189322227,14434722173,2026-04-23 00:39:24.822320,23/04/26,0:39:24
42153,0.09,42.153,85.40317415130596,14434764326,2026-04-23 00:40:06.975320,23/04/26,0:40:6
41999,0.09,41.999,85.71632657920426,14434806325,2026-04-23 00:40:48.974320,23/04/26,0:40:48
26040,0.14,26.04,138.24884792626727,14434832365,2026-04-23 00:41:15.014320,23/04/26,0:41:15
22164,0.16,22.164,162.42555495397943,14434854529,2026-04-23 00:41:37.178320,23/04/26,0:41:37
22183,0.16,22.183,162.2864355587612,14434876712,2026-04-23 00:41:59.361320,23/04/26,0:41:59
22322,0.16,22.322,161.27587133769376,14434899034,2026-04-23 00:42:21.683320,23/04/26,0:42:21
22463,0.16,22.463,160.2635444953924,14434921497,2026-04-23 00:42:44.146320,23/04/26,0:42:44
22636,0.16,22.636,159.0386994168581,14434944133,2026-04-23 00:43:06.782320,23/04/26,0:43:6
22863,0.16,22.863,157.45965096444036,14434966996,2026-04-23 00:43:29.645320,23/04/26,0:43:29
23001,0.16,23.001,156.51493413329854,14434989997,2026-04-23 00:43:52.646320,23/04/26,0:43:52
23072,0.16,23.072,156.03328710124828,14435013069,2026-04-23 00:44:15.718320,23/04/26,0:44:15
23164,0.16,23.164,155.4135727853566,14435036233,2026-04-23 00:44:38.882320,23/04/26,0:44:38
23261,0.15,23.261,154.7654872963329,14435059494,2026-04-23 00:45:02.143320,23/04/26,0:45:2
23317,0.15,23.317,154.39378993867135,14435082811,2026-04-23 00:45:25.460320,23/04/26,0:45:25
23452,0.15,23.452,153.50503155381205,14435106263,2026-04-23 00:45:48.912320,23/04/26,0:45:48
23460,0.15,23.46,153.4526854219949,14435129723,2026-04-23 00:46:12.372320,23/04/26,0:46:12
23545,0.15,23.545,152.89870460819708,14435153268,2026-04-23 00:46:35.917320,23/04/26,0:46:35
23676,0.15,23.676,152.0527116066903,14435176944,2026-04-23 00:46:59.593320,23/04/26,0:46:59
23633,0.15,23.633,152.3293699488004,14435200577,2026-04-23 00:47:23.226320,23/04/26,0:47:23
23765,0.15,23.765,151.4832737218599,14435224342,2026-04-23 00:47:46.991320,23/04/26,0:47:46
23858,0.15,23.858,150.8927822952469,14435248200,2026-04-23 00:48:10.849320,23/04/26,0:48:10
23942,0.15,23.942,150.36337816389607,14435272142,2026-04-23 00:48:34.791320,23/04/26,0:48:34
39864,0.09,39.864,90.30704394942805,14435312006,2026-04-23 00:49:14.655320,23/04/26,0:49:14
42192,0.09,42.192,85.32423208191126,14435354198,2026-04-23 00:49:56.847320,23/04/26,0:49:56
42156,0.09,42.156,85.39709649871904,14435396354,2026-04-23 00:50:39.003320,23/04/26,0:50:39
41375,0.09,41.375,87.00906344410876,14435437729,2026-04-23 00:51:20.378320,23/04/26,0:51:20
41285,0.09,41.285,87.19874046263776,14435479014,2026-04-23 00:52:01.663320,23/04/26,0:52:1
41274,0.09,41.274,87.22197993894461,14435520288,2026-04-23 00:52:42.937320,23/04/26,0:52:42
41299,0.09,41.299,87.1691808518366,14435561587,2026-04-23 00:53:24.236320,23/04/26,0:53:24
41365,0.09,41.365,87.03009790886014,14435602952,2026-04-23 00:54:05.601320,23/04/26,0:54:5
41211,0.09,41.211,87.35531775496834,14435644163,2026-04-23 00:54:46.812320,23/04/26,0:54:46
41383,0.09,41.383,86.99224319164874,14435685546,2026-04-23 00:55:28.195320,23/04/26,0:55:28
41181,0.09,41.181,87.41895534348365,14435726727,2026-04-23 00:56:09.376320,23/04/26,0:56:9
41280,0.09,41.28,87.20930232558139,14435768007,2026-04-23 00:56:50.656320,23/04/26,0:56:50
41228,0.09,41.228,87.31929756476181,14435809235,2026-04-23 00:57:31.884320,23/04/26,0:57:31
41304,0.09,41.304,87.15862870424172,14435850539,2026-04-23 00:58:13.188320,23/04/26,0:58:13
41326,0.09,41.326,87.11222958912064,14435891865,2026-04-23 00:58:54.514320,23/04/26,0:58:54
42163,0.09,42.163,85.38291867276996,14435934028,2026-04-23 00:59:36.677320,23/04/26,0:59:36
42129,0.09,42.129,85.45182653279214,14435976157,2026-04-23 01:00:18.806320,23/04/26,1:0:18
42088,0.09,42.088,85.53506937844516,14436018245,2026-04-23 01:01:00.894320,23/04/26,1:1:0
42102,0.09,42.102,85.50662676357418,14436060347,2026-04-23 01:01:42.996320,23/04/26,1:1:42
42241,0.09,42.241,85.2252550839232,14436102588,2026-04-23 01:02:25.237320,23/04/26,1:2:25
41388,0.09,41.388,86.98173383589446,14436143976,2026-04-23 01:03:06.625320,23/04/26,1:3:6
40676,0.09,40.676,88.50427770675583,14436184652,2026-04-23 01:03:47.301320,23/04/26,1:3:47
41112,0.09,41.112,87.56567425569177,14436225764,2026-04-23 01:04:28.413320,23/04/26,1:4:28
41123,0.09,41.123,87.5422512948958,14436266887,2026-04-23 01:05:09.536320,23/04/26,1:5:9
41167,0.09,41.167,87.44868462603542,14436308054,2026-04-23 01:05:50.703320,23/04/26,1:5:50
41110,0.09,41.11,87.56993432254926,14436349164,2026-04-23 01:06:31.813320,23/04/26,1:6:31
41190,0.09,41.19,87.39985433357612,14436390354,2026-04-23 01:07:13.003320,23/04/26,1:7:13
41090,0.09,41.09,87.61255779995133,14436431444,2026-04-23 01:07:54.093320,23/04/26,1:7:54
41097,0.09,41.097,87.59763486385867,14436472541,2026-04-23 01:08:35.190320,23/04/26,1:8:35
41202,0.09,41.202,87.3743993010048,14436513743,2026-04-23 01:09:16.392320,23/04/26,1:9:16
41109,0.09,41.109,87.57206451142086,14436554852,2026-04-23 01:09:57.501320,23/04/26,1:9:57
41191,0.09,41.191,87.39773251438422,14436596043,2026-04-23 01:10:38.692320,23/04/26,1:10:38
41175,0.09,41.175,87.43169398907104,14436637218,2026-04-23 01:11:19.867320,23/04/26,1:11:19
41168,0.09,41.168,87.44656043528954,14436678386,2026-04-23 01:12:01.035320,23/04/26,1:12:1
41281,0.09,41.281,87.20718974831036,14436719667,2026-04-23 01:12:42.316320,23/04/26,1:12:42
41217,0.09,41.217,87.34260135381032,14436760884,2026-04-23 01:13:23.533320,23/04/26,1:13:23
41301,0.09,41.301,87.16495968620615,14436802185,2026-04-23 01:14:04.834320,23/04/26,1:14:4
41722,0.09,41.722,86.28541297157375,14436843907,2026-04-23 01:14:46.556320,23/04/26,1:14:46
42253,0.09,42.253,85.20105081296002,14436886160,2026-04-23 01:15:28.809320,23/04/26,1:15:28
42102,0.09,42.102,85.50662676357418,14436928262,2026-04-23 01:16:10.911320,23/04/26,1:16:10
42268,0.09,42.268,85.17081480079493,14436970530,2026-04-23 01:16:53.179320,23/04/26,1:16:53
42172,0.09,42.172,85.36469695532581,14437012702,2026-04-23 01:17:35.351320,23/04/26,1:17:35
42294,0.09,42.294,85.11845651865512,14437054996,2026-04-23 01:18:17.645320,23/04/26,1:18:17
42309,0.09,42.309,85.08827908955541,14437097305,2026-04-23 01:18:59.954320,23/04/26,1:18:59
42107,0.09,42.107,85.4964732704776,14437139412,2026-04-23 01:19:42.061320,23/04/26,1:19:42
42347,0.09,42.347,85.01192528396345,14437181759,2026-04-23 01:20:24.408320,23/04/26,1:20:24
42221,0.09,42.221,85.2656261102295,14437223980,2026-04-23 01:21:06.629320,23/04/26,1:21:6
42368,0.08,42.368,84.96978851963746,14437266348,2026-04-23 01:21:48.997320,23/04/26,1:21:48
42218,0.09,42.218,85.27168506324317,14437308566,2026-04-23 01:22:31.215320,23/04/26,1:22:31
42141,0.09,42.141,85.42749341496405,14437350707,2026-04-23 01:23:13.356320,23/04/26,1:23:13
42225,0.09,42.225,85.2575488454707,14437392932,2026-04-23 01:23:55.581320,23/04/26,1:23:55
42053,0.09,42.053,85.60625876869665,14437434985,2026-04-23 01:24:37.634320,23/04/26,1:24:37
42109,0.09,42.109,85.49241254838633,14437477094,2026-04-23 01:25:19.743320,23/04/26,1:25:19
42202,0.09,42.202,85.3040140277712,14437519296,2026-04-23 01:26:01.945320,23/04/26,1:26:1
42287,0.09,42.287,85.13254664554118,14437561583,2026-04-23 01:26:44.232320,23/04/26,1:26:44
42228,0.09,42.228,85.25149190110827,14437603811,2026-04-23 01:27:26.460320,23/04/26,1:27:26
42121,0.09,42.121,85.46805631395266,14437645932,2026-04-23 01:28:08.581320,23/04/26,1:28:8
42206,0.09,42.206,85.29592948869829,14437688138,2026-04-23 01:28:50.787320,23/04/26,1:28:50
42228,0.09,42.228,85.25149190110827,14437730366,2026-04-23 01:29:33.015320,23/04/26,1:29:33
42177,0.09,42.177,85.3545771391991,14437772543,2026-04-23 01:30:15.192320,23/04/26,1:30:15
41873,0.09,41.873,85.97425548682922,14437814416,2026-04-23 01:30:57.065320,23/04/26,1:30:57
42240,0.09,42.24,85.22727272727273,14437856656,2026-04-23 01:31:39.305320,23/04/26,1:31:39
42177,0.09,42.177,85.3545771391991,14437898833,2026-04-23 01:32:21.482320,23/04/26,1:32:21
42325,0.09,42.325,85.0561134081512,14437941158,2026-04-23 01:33:03.807320,23/04/26,1:33:3
42274,0.09,42.274,85.15872640393623,14437983432,2026-04-23 01:33:46.081320,23/04/26,1:33:46
42130,0.09,42.13,85.44979824353193,14438025562,2026-04-23 01:34:28.211320,23/04/26,1:34:28
32367,0.11,32.367,111.224395217351,14438057929,2026-04-23 01:35:00.578320,23/04/26,1:35:0
22022,0.16,22.022,163.47289074561803,14438079951,2026-04-23 01:35:22.600320,23/04/26,1:35:22
21857,0.16,21.857,164.70695886901223,14438101808,2026-04-23 01:35:44.457320,23/04/26,1:35:44
21840,0.16,21.84,164.83516483516485,14438123648,2026-04-23 01:36:06.297320,23/04/26,1:36:6
21647,0.17,21.647,166.30479974130364,14438145295,2026-04-23 01:36:27.944320,23/04/26,1:36:27
