Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
29743,0.12,29.743,121.0368826278452,13571738376,2026-05-16 00:00:06.148620,16/05/26,0:0:6
28676,0.12,28.676,125.54052169061237,13571767052,2026-05-16 00:00:34.824620,16/05/26,0:0:34
29152,0.12,29.152,123.49066959385291,13571796204,2026-05-16 00:01:03.976620,16/05/26,0:1:3
28548,0.13,28.548,126.10340479192938,13571824752,2026-05-16 00:01:32.524620,16/05/26,0:1:32
28978,0.12,28.978,124.23217613361861,13571853730,2026-05-16 00:02:01.502620,16/05/26,0:2:1
29213,0.12,29.213,123.23280731181323,13571882943,2026-05-16 00:02:30.715620,16/05/26,0:2:30
29132,0.12,29.132,123.57544967733077,13571912075,2026-05-16 00:02:59.847620,16/05/26,0:2:59
29287,0.12,29.287,122.921432717588,13571941362,2026-05-16 00:03:29.134620,16/05/26,0:3:29
29116,0.12,29.116,123.6433576040665,13571970478,2026-05-16 00:03:58.250620,16/05/26,0:3:58
27957,0.13,27.957,128.7691812426226,13571998435,2026-05-16 00:04:26.207620,16/05/26,0:4:26
28034,0.13,28.034,128.4154954697867,13572026469,2026-05-16 00:04:54.241620,16/05/26,0:4:54
29465,0.12,29.465,122.17885627015103,13572055934,2026-05-16 00:05:23.706620,16/05/26,0:5:23
29928,0.12,29.928,120.28869286287089,13572085862,2026-05-16 00:05:53.634620,16/05/26,0:5:53
30010,0.12,30.01,119.96001332889037,13572115872,2026-05-16 00:06:23.644620,16/05/26,0:6:23
30041,0.12,30.041,119.83622382743584,13572145913,2026-05-16 00:06:53.685620,16/05/26,0:6:53
30048,0.12,30.048,119.80830670926518,13572175961,2026-05-16 00:07:23.733620,16/05/26,0:7:23
29914,0.12,29.914,120.34498896837601,13572205875,2026-05-16 00:07:53.647620,16/05/26,0:7:53
29936,0.12,29.936,120.25654730090861,13572235811,2026-05-16 00:08:23.583620,16/05/26,0:8:23
29873,0.12,29.873,120.51015967596157,13572265684,2026-05-16 00:08:53.456620,16/05/26,0:8:53
