Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
38481,0.09,38.481,93.55266235284945,13473139545,2026-06-24 00:00:35.785288,24/06/26,0:0:35
38500,0.09,38.5,93.50649350649351,13473178045,2026-06-24 00:01:14.285288,24/06/26,0:1:14
36318,0.1,36.318,99.12440112340988,13473214363,2026-06-24 00:01:50.603288,24/06/26,0:1:50
35526,0.1,35.526,101.33423408208073,13473249889,2026-06-24 00:02:26.129288,24/06/26,0:2:26
37541,0.09,37.541,95.89515463093684,13473287430,2026-06-24 00:03:03.670288,24/06/26,0:3:3
37823,0.09,37.823,95.1801813711234,13473325253,2026-06-24 00:03:41.493288,24/06/26,0:3:41
38000,0.09,38.0,94.73684210526316,13473363253,2026-06-24 00:04:19.493288,24/06/26,0:4:19
37846,0.09,37.846,95.1223378956825,13473401099,2026-06-24 00:04:57.339288,24/06/26,0:4:57
37878,0.09,37.878,95.04197687311895,13473438977,2026-06-24 00:05:35.217288,24/06/26,0:5:35
38398,0.09,38.398,93.7548830668264,13473477375,2026-06-24 00:06:13.615288,24/06/26,0:6:13
35132,0.1,35.132,102.47068199931687,13473512507,2026-06-24 00:06:48.747288,24/06/26,0:6:48
19716,0.18,19.716,182.59281801582472,13473532223,2026-06-24 00:07:08.463288,24/06/26,0:7:8
20824,0.17,20.824,172.87744909719555,13473553047,2026-06-24 00:07:29.287288,24/06/26,0:7:29
20841,0.17,20.841,172.7364329926587,13473573888,2026-06-24 00:07:50.128288,24/06/26,0:7:50
20860,0.17,20.86,172.5790987535954,13473594748,2026-06-24 00:08:10.988288,24/06/26,0:8:10
21054,0.17,21.054,170.98888572242805,13473615802,2026-06-24 00:08:32.042288,24/06/26,0:8:32
21286,0.17,21.286,169.1252466409847,13473637088,2026-06-24 00:08:53.328288,24/06/26,0:8:53
21431,0.17,21.431,167.98096215762214,13473658519,2026-06-24 00:09:14.759288,24/06/26,0:9:14
21521,0.17,21.521,167.278472189954,13473680040,2026-06-24 00:09:36.280288,24/06/26,0:9:36
21675,0.17,21.675,166.08996539792386,13473701715,2026-06-24 00:09:57.955288,24/06/26,0:9:57
21718,0.17,21.718,165.76111980845383,13473723433,2026-06-24 00:10:19.673288,24/06/26,0:10:19
21856,0.16,21.856,164.71449487554904,13473745289,2026-06-24 00:10:41.529288,24/06/26,0:10:41
