Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
23496,0.15,23.496,153.21756894790602,12777808019,2026-08-17 00:00:05.134324,17/08/26,0:0:5
23800,0.15,23.8,151.26050420168067,12777831819,2026-08-17 00:00:28.934324,17/08/26,0:0:28
23801,0.15,23.801,151.25414898533674,12777855620,2026-08-17 00:00:52.735324,17/08/26,0:0:52
23591,0.15,23.591,152.60056801322537,12777879211,2026-08-17 00:01:16.326324,17/08/26,0:1:16
23957,0.15,23.957,150.26923237467128,12777903168,2026-08-17 00:01:40.283324,17/08/26,0:1:40
23649,0.15,23.649,152.2263097805404,12777926817,2026-08-17 00:02:03.932324,17/08/26,0:2:3
23347,0.15,23.347,154.1953998372382,12777950164,2026-08-17 00:02:27.279324,17/08/26,0:2:27
23954,0.15,23.954,150.28805209985805,12777974118,2026-08-17 00:02:51.233324,17/08/26,0:2:51
23819,0.15,23.819,151.13984634115621,12777997937,2026-08-17 00:03:15.052324,17/08/26,0:3:15
23988,0.15,23.988,150.0750375187594,12778021925,2026-08-17 00:03:39.040324,17/08/26,0:3:39
22441,0.16,22.441,160.42065861592621,12778044366,2026-08-17 00:04:01.481324,17/08/26,0:4:1
22856,0.16,22.856,157.5078753937697,12778067222,2026-08-17 00:04:24.337324,17/08/26,0:4:24
23086,0.16,23.086,155.93866412544398,12778090308,2026-08-17 00:04:47.423324,17/08/26,0:4:47
23515,0.15,23.515,153.09376993408463,12778113823,2026-08-17 00:05:10.938324,17/08/26,0:5:10
23599,0.15,23.599,152.54883681511927,12778137422,2026-08-17 00:05:34.537324,17/08/26,0:5:34
23539,0.15,23.539,152.93767789625727,12778160961,2026-08-17 00:05:58.076324,17/08/26,0:5:58
23564,0.15,23.564,152.77542013240537,12778184525,2026-08-17 00:06:21.640324,17/08/26,0:6:21
23682,0.15,23.682,152.01418799087915,12778208207,2026-08-17 00:06:45.322324,17/08/26,0:6:45
23622,0.15,23.622,152.4003048006096,12778231829,2026-08-17 00:07:08.944324,17/08/26,0:7:8
23599,0.15,23.599,152.54883681511927,12778255428,2026-08-17 00:07:32.543324,17/08/26,0:7:32
23559,0.15,23.559,152.80784413599898,12778278987,2026-08-17 00:07:56.102324,17/08/26,0:7:56
23647,0.15,23.647,152.23918467458876,12778302634,2026-08-17 00:08:19.749324,17/08/26,0:8:19
18580,0.19,18.58,193.756727664155,12778321214,2026-08-17 00:08:38.329324,17/08/26,0:8:38
15365,0.23,15.365,234.29873088187438,12778336579,2026-08-17 00:08:53.694324,17/08/26,0:8:53
15212,0.24,15.212,236.65527215356298,12778351791,2026-08-17 00:09:08.906324,17/08/26,0:9:8
15189,0.24,15.189,237.0136282836263,12778366980,2026-08-17 00:09:24.095324,17/08/26,0:9:24
15247,0.24,15.247,236.11202203712205,12778382227,2026-08-17 00:09:39.342324,17/08/26,0:9:39
15204,0.24,15.204,236.7797947908445,12778397431,2026-08-17 00:09:54.546324,17/08/26,0:9:54
15334,0.23,15.334,234.77240119994784,12778412765,2026-08-17 00:10:09.880324,17/08/26,0:10:9
15311,0.23,15.311,235.12507347658547,12778428076,2026-08-17 00:10:25.191324,17/08/26,0:10:25
15437,0.23,15.437,233.20593379542657,12778443513,2026-08-17 00:10:40.628324,17/08/26,0:10:40
15493,0.23,15.493,232.36300264635642,12778459006,2026-08-17 00:10:56.121324,17/08/26,0:10:56
15536,0.23,15.536,231.71987641606592,12778474542,2026-08-17 00:11:11.657324,17/08/26,0:11:11
15528,0.23,15.528,231.83925811437405,12778490070,2026-08-17 00:11:27.185324,17/08/26,0:11:27
15513,0.23,15.513,232.0634306710501,12778505583,2026-08-17 00:11:42.698324,17/08/26,0:11:42
15615,0.23,15.615,230.54755043227667,12778521198,2026-08-17 00:11:58.313324,17/08/26,0:11:58
15708,0.23,15.708,229.1825821237586,12778536906,2026-08-17 00:12:14.021324,17/08/26,0:12:14
15739,0.23,15.739,228.73117733019888,12778552645,2026-08-17 00:12:29.760324,17/08/26,0:12:29
15795,0.23,15.795,227.92022792022792,12778568440,2026-08-17 00:12:45.555324,17/08/26,0:12:45
15820,0.23,15.82,227.56005056890012,12778584260,2026-08-17 00:13:01.375324,17/08/26,0:13:1
16063,0.22,16.063,224.11753719728569,12778600323,2026-08-17 00:13:17.438324,17/08/26,0:13:17
16064,0.22,16.064,224.10358565737053,12778616387,2026-08-17 00:13:33.502324,17/08/26,0:13:33
16090,0.22,16.09,223.74145431945308,12778632477,2026-08-17 00:13:49.592324,17/08/26,0:13:49
16061,0.22,16.061,224.1454454890729,12778648538,2026-08-17 00:14:05.653324,17/08/26,0:14:5
16122,0.22,16.122,223.2973576479345,12778664660,2026-08-17 00:14:21.775324,17/08/26,0:14:21
16186,0.22,16.186,222.41443222537995,12778680846,2026-08-17 00:14:37.961324,17/08/26,0:14:37
16365,0.22,16.365,219.98166819431714,12778697211,2026-08-17 00:14:54.326324,17/08/26,0:14:54
16377,0.22,16.377,219.8204799413812,12778713588,2026-08-17 00:15:10.703324,17/08/26,0:15:10
16327,0.22,16.327,220.49366080725179,12778729915,2026-08-17 00:15:27.030324,17/08/26,0:15:27
16383,0.22,16.383,219.73997436366966,12778746298,2026-08-17 00:15:43.413324,17/08/26,0:15:43
16407,0.22,16.407,219.41854086670324,12778762705,2026-08-17 00:15:59.820324,17/08/26,0:15:59
16633,0.22,16.633,216.43720315036373,12778779338,2026-08-17 00:16:16.453324,17/08/26,0:16:16
17022,0.21,17.022,211.49101163200564,12778796360,2026-08-17 00:16:33.475324,17/08/26,0:16:33
23060,0.16,23.06,156.11448395490027,12778819420,2026-08-17 00:16:56.535324,17/08/26,0:16:56
25510,0.14,25.51,141.12112896903176,12778844930,2026-08-17 00:17:22.045324,17/08/26,0:17:22
25462,0.14,25.462,141.38716518733798,12778870392,2026-08-17 00:17:47.507324,17/08/26,0:17:47
25487,0.14,25.487,141.24847961705967,12778895879,2026-08-17 00:18:12.994324,17/08/26,0:18:12
25473,0.14,25.473,141.3261099988223,12778921352,2026-08-17 00:18:38.467324,17/08/26,0:18:38
25537,0.14,25.537,140.97192309198417,12778946889,2026-08-17 00:19:04.004324,17/08/26,0:19:4
25571,0.14,25.571,140.7844824214931,12778972460,2026-08-17 00:19:29.575324,17/08/26,0:19:29
25518,0.14,25.518,141.07688690336232,12778997978,2026-08-17 00:19:55.093324,17/08/26,0:19:55
25515,0.14,25.515,141.09347442680777,12779023493,2026-08-17 00:20:20.608324,17/08/26,0:20:20
25551,0.14,25.551,140.89468122578373,12779049044,2026-08-17 00:20:46.159324,17/08/26,0:20:46
25539,0.14,25.539,140.96088335486903,12779074583,2026-08-17 00:21:11.698324,17/08/26,0:21:11
25397,0.14,25.397,141.74902547544986,12779099980,2026-08-17 00:21:37.095324,17/08/26,0:21:37
25412,0.14,25.412,141.66535495041714,12779125392,2026-08-17 00:22:02.507324,17/08/26,0:22:2
25451,0.14,25.451,141.44827315233192,12779150843,2026-08-17 00:22:27.958324,17/08/26,0:22:27
25497,0.14,25.497,141.1930815390046,12779176340,2026-08-17 00:22:53.455324,17/08/26,0:22:53
25538,0.14,25.538,140.96640300728328,12779201878,2026-08-17 00:23:18.993324,17/08/26,0:23:18
25451,0.14,25.451,141.44827315233192,12779227329,2026-08-17 00:23:44.444324,17/08/26,0:23:44
25466,0.14,25.466,141.3649571978324,12779252795,2026-08-17 00:24:09.910324,17/08/26,0:24:9
25501,0.14,25.501,141.17093447315793,12779278296,2026-08-17 00:24:35.411324,17/08/26,0:24:35
25522,0.14,25.522,141.05477627145208,12779303818,2026-08-17 00:25:00.933324,17/08/26,0:25:0
25460,0.14,25.46,141.39827179890023,12779329278,2026-08-17 00:25:26.393324,17/08/26,0:25:26
25494,0.14,25.494,141.20969639915273,12779354772,2026-08-17 00:25:51.887324,17/08/26,0:25:51
25502,0.14,25.502,141.16539879225158,12779380274,2026-08-17 00:26:17.389324,17/08/26,0:26:17
25502,0.14,25.502,141.16539879225158,12779405776,2026-08-17 00:26:42.891324,17/08/26,0:26:42
25508,0.14,25.508,141.1321938215462,12779431284,2026-08-17 00:27:08.399324,17/08/26,0:27:8
25430,0.14,25.43,141.56508061344869,12779456714,2026-08-17 00:27:33.829324,17/08/26,0:27:33
25521,0.14,25.521,141.06030327965206,12779482235,2026-08-17 00:27:59.350324,17/08/26,0:27:59
25430,0.14,25.43,141.56508061344869,12779507665,2026-08-17 00:28:24.780324,17/08/26,0:28:24
25517,0.14,25.517,141.08241564447232,12779533182,2026-08-17 00:28:50.297324,17/08/26,0:28:50
25505,0.14,25.505,141.14879435404822,12779558687,2026-08-17 00:29:15.802324,17/08/26,0:29:15
25540,0.14,25.54,140.95536413469068,12779584227,2026-08-17 00:29:41.342324,17/08/26,0:29:41
25439,0.14,25.439,141.51499665867368,12779609666,2026-08-17 00:30:06.781324,17/08/26,0:30:6
25429,0.14,25.429,141.57064768571317,12779635095,2026-08-17 00:30:32.210324,17/08/26,0:30:32
25500,0.14,25.5,141.1764705882353,12779660595,2026-08-17 00:30:57.710324,17/08/26,0:30:57
25462,0.14,25.462,141.38716518733798,12779686057,2026-08-17 00:31:23.172324,17/08/26,0:31:23
25490,0.14,25.49,141.2318556296587,12779711547,2026-08-17 00:31:48.662324,17/08/26,0:31:48
25533,0.14,25.533,140.99400775467043,12779737080,2026-08-17 00:32:14.195324,17/08/26,0:32:14
25469,0.14,25.469,141.3483057835015,12779762549,2026-08-17 00:32:39.664324,17/08/26,0:32:39
