Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
39540,0.09,39.54,91.04704097116844,13593222566,2026-05-11 00:00:05.224979,11/05/26,0:0:5
39550,0.09,39.55,91.02402022756004,13593262116,2026-05-11 00:00:44.774979,11/05/26,0:0:44
38821,0.09,38.821,92.73331444321373,13593300937,2026-05-11 00:01:23.595979,11/05/26,0:1:23
38298,0.09,38.298,93.9996866677111,13593339235,2026-05-11 00:02:01.893979,11/05/26,0:2:1
37980,0.09,37.98,94.7867298578199,13593377215,2026-05-11 00:02:39.873979,11/05/26,0:2:39
38631,0.09,38.631,93.18940747068416,13593415846,2026-05-11 00:03:18.504979,11/05/26,0:3:18
38754,0.09,38.754,92.89363678588016,13593454600,2026-05-11 00:03:57.258979,11/05/26,0:3:57
38731,0.09,38.731,92.94880070227983,13593493331,2026-05-11 00:04:35.989979,11/05/26,0:4:35
38810,0.09,38.81,92.75959804174182,13593532141,2026-05-11 00:05:14.799979,11/05/26,0:5:14
38063,0.09,38.063,94.58003835746,13593570204,2026-05-11 00:05:52.862979,11/05/26,0:5:52
38396,0.09,38.396,93.75976664235858,13593608600,2026-05-11 00:06:31.258979,11/05/26,0:6:31
39459,0.09,39.459,91.23393902531741,13593648059,2026-05-11 00:07:10.717979,11/05/26,0:7:10
40083,0.09,40.083,89.81363670383953,13593688142,2026-05-11 00:07:50.800979,11/05/26,0:7:50
40031,0.09,40.031,89.93030401438885,13593728173,2026-05-11 00:08:30.831979,11/05/26,0:8:30
40097,0.09,40.097,89.78227797590843,13593768270,2026-05-11 00:09:10.928979,11/05/26,0:9:10
39910,0.09,39.91,90.20295665246805,13593808180,2026-05-11 00:09:50.838979,11/05/26,0:9:50
40074,0.09,40.074,89.83380745620602,13593848254,2026-05-11 00:10:30.912979,11/05/26,0:10:30
40176,0.09,40.176,89.60573476702508,13593888430,2026-05-11 00:11:11.088979,11/05/26,0:11:11
40066,0.09,40.066,89.85174462137473,13593928496,2026-05-11 00:11:51.154979,11/05/26,0:11:51
40130,0.09,40.13,89.7084475454772,13593968626,2026-05-11 00:12:31.284979,11/05/26,0:12:31
40799,0.09,40.799,88.23745680041178,13594009425,2026-05-11 00:13:12.083979,11/05/26,0:13:12
39922,0.09,39.922,90.17584289364261,13594049347,2026-05-11 00:13:52.005979,11/05/26,0:13:52
40716,0.09,40.716,88.41732979664015,13594090063,2026-05-11 00:14:32.721979,11/05/26,0:14:32
40837,0.09,40.837,88.15534931557167,13594130900,2026-05-11 00:15:13.558979,11/05/26,0:15:13
41011,0.09,41.011,87.78132696105922,13594171911,2026-05-11 00:15:54.569979,11/05/26,0:15:54
41120,0.09,41.12,87.54863813229572,13594213031,2026-05-11 00:16:35.689979,11/05/26,0:16:35
25006,0.14,25.006,143.96544829240983,13594238037,2026-05-11 00:17:00.695979,11/05/26,0:17:0
21793,0.17,21.793,165.19065755058963,13594259830,2026-05-11 00:17:22.488979,11/05/26,0:17:22
21800,0.17,21.8,165.13761467889907,13594281630,2026-05-11 00:17:44.288979,11/05/26,0:17:44
21887,0.16,21.887,164.48119888518298,13594303517,2026-05-11 00:18:06.175979,11/05/26,0:18:6
22005,0.16,22.005,163.59918200408998,13594325522,2026-05-11 00:18:28.180979,11/05/26,0:18:28
22210,0.16,22.21,162.0891490319676,13594347732,2026-05-11 00:18:50.390979,11/05/26,0:18:50
22401,0.16,22.401,160.70711128967457,13594370133,2026-05-11 00:19:12.791979,11/05/26,0:19:12
