Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
30434,0.12,30.434,118.28875599658276,13417194281,2026-06-25 00:00:27.589579,25/06/26,0:0:27
30116,0.12,30.116,119.53778722273874,13417224397,2026-06-25 00:00:57.705579,25/06/26,0:0:57
30037,0.12,30.037,119.8521823084862,13417254434,2026-06-25 00:01:27.742579,25/06/26,0:1:27
29277,0.12,29.277,122.96341838303105,13417283711,2026-06-25 00:01:57.019579,25/06/26,0:1:57
29662,0.12,29.662,121.3674061088261,13417313373,2026-06-25 00:02:26.681579,25/06/26,0:2:26
29628,0.12,29.628,121.50668286755771,13417343001,2026-06-25 00:02:56.309579,25/06/26,0:2:56
33162,0.11,33.162,108.55798805862132,13417376163,2026-06-25 00:03:29.471579,25/06/26,0:3:29
36040,0.1,36.04,99.88901220865705,13417412203,2026-06-25 00:04:05.511579,25/06/26,0:4:5
35544,0.1,35.544,101.28291694800811,13417447747,2026-06-25 00:04:41.055579,25/06/26,0:4:41
33927,0.11,33.927,106.1101777345477,13417481674,2026-06-25 00:05:14.982579,25/06/26,0:5:14
34201,0.1,34.201,105.26008011461653,13417515875,2026-06-25 00:05:49.183579,25/06/26,0:5:49
35941,0.1,35.941,100.164157925489,13417551816,2026-06-25 00:06:25.124579,25/06/26,0:6:25
36188,0.1,36.188,99.48049077042113,13417588004,2026-06-25 00:07:01.312579,25/06/26,0:7:1
35471,0.1,35.471,101.49135913845113,13417623475,2026-06-25 00:07:36.783579,25/06/26,0:7:36
33755,0.11,33.755,106.65086653829063,13417657230,2026-06-25 00:08:10.538579,25/06/26,0:8:10
34397,0.1,34.397,104.66029014158211,13417691627,2026-06-25 00:08:44.935579,25/06/26,0:8:44
34480,0.1,34.48,104.40835266821345,13417726107,2026-06-25 00:09:19.415579,25/06/26,0:9:19
34398,0.1,34.398,104.65724751439038,13417760505,2026-06-25 00:09:53.813579,25/06/26,0:9:53
34429,0.1,34.429,104.56301373841819,13417794934,2026-06-25 00:10:28.242579,25/06/26,0:10:28
34265,0.1,34.265,105.0634758499927,13417829199,2026-06-25 00:11:02.507579,25/06/26,0:11:2
34255,0.1,34.255,105.0941468398774,13417863454,2026-06-25 00:11:36.762579,25/06/26,0:11:36
33952,0.11,33.952,106.0320452403393,13417897406,2026-06-25 00:12:10.714579,25/06/26,0:12:10
26371,0.14,26.371,136.51359447878352,13417923777,2026-06-25 00:12:37.085579,25/06/26,0:12:37
20868,0.17,20.868,172.51293847038528,13417944645,2026-06-25 00:12:57.953579,25/06/26,0:12:57
21047,0.17,21.047,171.04575473939278,13417965692,2026-06-25 00:13:19.000579,25/06/26,0:13:19
21085,0.17,21.085,170.73749110742233,13417986777,2026-06-25 00:13:40.085579,25/06/26,0:13:40
21150,0.17,21.15,170.2127659574468,13418007927,2026-06-25 00:14:01.235579,25/06/26,0:14:1
