Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
34920,0.1,34.92,103.09278350515464,12859267605,2026-08-13 00:00:28.498695,13/08/26,0:0:28
32601,0.11,32.601,110.42606055028986,12859300206,2026-08-13 00:01:01.099695,13/08/26,0:1:1
32672,0.11,32.672,110.18609206660138,12859332878,2026-08-13 00:01:33.771695,13/08/26,0:1:33
33748,0.11,33.748,106.67298802892023,12859366626,2026-08-13 00:02:07.519695,13/08/26,0:2:7
33989,0.1,33.989,105.91662008296802,12859400615,2026-08-13 00:02:41.508695,13/08/26,0:2:41
34099,0.1,34.099,105.57494354673157,12859434714,2026-08-13 00:03:15.607695,13/08/26,0:3:15
34281,0.1,34.281,105.01443948542925,12859468995,2026-08-13 00:03:49.888695,13/08/26,0:3:49
34295,0.1,34.295,104.97157019973757,12859503290,2026-08-13 00:04:24.183695,13/08/26,0:4:24
35005,0.1,35.005,102.84245107841737,12859538295,2026-08-13 00:04:59.188695,13/08/26,0:4:59
35058,0.1,35.058,102.68697586856067,12859573353,2026-08-13 00:05:34.246695,13/08/26,0:5:34
34597,0.1,34.597,104.05526490736192,12859607950,2026-08-13 00:06:08.843695,13/08/26,0:6:8
34654,0.1,34.654,103.88411150227968,12859642604,2026-08-13 00:06:43.497695,13/08/26,0:6:43
34543,0.1,34.543,104.21793127406421,12859677147,2026-08-13 00:07:18.040695,13/08/26,0:7:18
34678,0.1,34.678,103.81221523732626,12859711825,2026-08-13 00:07:52.718695,13/08/26,0:7:52
34610,0.1,34.61,104.01618029471251,12859746435,2026-08-13 00:08:27.328695,13/08/26,0:8:27
34902,0.1,34.902,103.14595152140278,12859781337,2026-08-13 00:09:02.230695,13/08/26,0:9:2
34722,0.1,34.722,103.68066355624676,12859816059,2026-08-13 00:09:36.952695,13/08/26,0:9:36
34857,0.1,34.857,103.27911179963853,12859850916,2026-08-13 00:10:11.809695,13/08/26,0:10:11
34539,0.1,34.539,104.23000086858335,12859885455,2026-08-13 00:10:46.348695,13/08/26,0:10:46
34499,0.1,34.499,104.35085074929708,12859919954,2026-08-13 00:11:20.847695,13/08/26,0:11:20
35703,0.1,35.703,100.8318628686665,12859955657,2026-08-13 00:11:56.550695,13/08/26,0:11:56
35552,0.1,35.552,101.26012601260126,12859991209,2026-08-13 00:12:32.102695,13/08/26,0:12:32
37131,0.1,37.131,96.95402763189787,12860028340,2026-08-13 00:13:09.233695,13/08/26,0:13:9
37404,0.1,37.404,96.24639076034649,12860065744,2026-08-13 00:13:46.637695,13/08/26,0:13:46
38277,0.09,38.277,94.05125793557488,12860104021,2026-08-13 00:14:24.914695,13/08/26,0:14:24
38020,0.09,38.02,94.68700683850605,12860142041,2026-08-13 00:15:02.934695,13/08/26,0:15:2
37322,0.1,37.322,96.45785327688763,12860179363,2026-08-13 00:15:40.256695,13/08/26,0:15:40
37003,0.1,37.003,97.28940896684053,12860216366,2026-08-13 00:16:17.259695,13/08/26,0:16:17
36493,0.1,36.493,98.64905598333927,12860252859,2026-08-13 00:16:53.752695,13/08/26,0:16:53
36307,0.1,36.307,99.15443302944335,12860289166,2026-08-13 00:17:30.059695,13/08/26,0:17:30
36383,0.1,36.383,98.94731055712833,12860325549,2026-08-13 00:18:06.442695,13/08/26,0:18:6
36338,0.1,36.338,99.06984424018934,12860361887,2026-08-13 00:18:42.780695,13/08/26,0:18:42
36274,0.1,36.274,99.24463803275073,12860398161,2026-08-13 00:19:19.054695,13/08/26,0:19:19
36264,0.1,36.264,99.27200529450695,12860434425,2026-08-13 00:19:55.318695,13/08/26,0:19:55
36471,0.1,36.471,98.70856296783747,12860470896,2026-08-13 00:20:31.789695,13/08/26,0:20:31
