Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
39493,0.09,39.493,91.15539462689591,14258509621,2026-04-25 00:00:05.027887,25/04/26,0:0:5
39489,0.09,39.489,91.16462812428777,14258549110,2026-04-25 00:00:44.516887,25/04/26,0:0:44
37949,0.09,37.949,94.86415979340694,14258587059,2026-04-25 00:01:22.465887,25/04/26,0:1:22
38179,0.09,38.179,94.29267398307971,14258625238,2026-04-25 00:02:00.644887,25/04/26,0:2:0
38406,0.09,38.406,93.73535385096079,14258663644,2026-04-25 00:02:39.050887,25/04/26,0:2:39
38626,0.09,38.626,93.2014705120903,14258702270,2026-04-25 00:03:17.676887,25/04/26,0:3:17
38609,0.09,38.609,93.2425082234712,14258740879,2026-04-25 00:03:56.285887,25/04/26,0:3:56
38480,0.09,38.48,93.55509355509355,14258779359,2026-04-25 00:04:34.765887,25/04/26,0:4:34
38137,0.09,38.137,94.39651781734274,14258817496,2026-04-25 00:05:12.902887,25/04/26,0:5:12
37788,0.09,37.788,95.26833915528739,14258855284,2026-04-25 00:05:50.690887,25/04/26,0:5:50
38696,0.09,38.696,93.03287161463717,14258893980,2026-04-25 00:06:29.386887,25/04/26,0:6:29
39067,0.09,39.067,92.14938439091817,14258933047,2026-04-25 00:07:08.453887,25/04/26,0:7:8
39091,0.09,39.091,92.09280908649049,14258972138,2026-04-25 00:07:47.544887,25/04/26,0:7:47
39196,0.09,39.196,91.84610674558628,14259011334,2026-04-25 00:08:26.740887,25/04/26,0:8:26
39031,0.09,39.031,92.23437780225974,14259050365,2026-04-25 00:09:05.771887,25/04/26,0:9:5
39077,0.09,39.077,92.12580290196279,14259089442,2026-04-25 00:09:44.848887,25/04/26,0:9:44
39123,0.09,39.123,92.01748332183115,14259128565,2026-04-25 00:10:23.971887,25/04/26,0:10:23
39024,0.09,39.024,92.25092250922509,14259167589,2026-04-25 00:11:02.995887,25/04/26,0:11:2
39052,0.09,39.052,92.18477926866741,14259206641,2026-04-25 00:11:42.047887,25/04/26,0:11:42
39134,0.09,39.134,91.99161854142179,14259245775,2026-04-25 00:12:21.181887,25/04/26,0:12:21
39999,0.09,39.999,90.00225005625141,14259285774,2026-04-25 00:13:01.180887,25/04/26,0:13:1
40934,0.09,40.934,87.94645038354425,14259326708,2026-04-25 00:13:42.114887,25/04/26,0:13:42
40956,0.09,40.956,87.89920890711984,14259367664,2026-04-25 00:14:23.070887,25/04/26,0:14:23
40882,0.09,40.882,88.05831417249645,14259408546,2026-04-25 00:15:03.952887,25/04/26,0:15:3
40832,0.09,40.832,88.16614420062696,14259449378,2026-04-25 00:15:44.784887,25/04/26,0:15:44
40777,0.09,40.777,88.28506265787085,14259490155,2026-04-25 00:16:25.561887,25/04/26,0:16:25
