Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
29306,0.12,29.306,122.84173889305944,1213036224,2026-02-21 00:00:03.807029,21/02/26,0:0:3
29260,0.12,29.26,123.03485987696514,1213065484,2026-02-21 00:00:33.067029,21/02/26,0:0:33
29280,0.12,29.28,122.95081967213115,1213094764,2026-02-21 00:01:02.347029,21/02/26,0:1:2
28877,0.12,28.877,124.6666897530907,1213123641,2026-02-21 00:01:31.224029,21/02/26,0:1:31
29068,0.12,29.068,123.84752992981973,1213152709,2026-02-21 00:02:00.292029,21/02/26,0:2:0
29221,0.12,29.221,123.19906916258854,1213181930,2026-02-21 00:02:29.513029,21/02/26,0:2:29
28811,0.12,28.811,124.9522751726771,1213210741,2026-02-21 00:02:58.324029,21/02/26,0:2:58
29895,0.12,29.895,120.42147516307075,1213240636,2026-02-21 00:03:28.219029,21/02/26,0:3:28
30058,0.12,30.058,119.76844766784217,1213270694,2026-02-21 00:03:58.277029,21/02/26,0:3:58
30078,0.12,30.078,119.68880909634949,1213300772,2026-02-21 00:04:28.355029,21/02/26,0:4:28
30620,0.12,30.62,117.57021554539517,1213331392,2026-02-21 00:04:58.975029,21/02/26,0:4:58
30515,0.12,30.515,117.97476650827461,1213361907,2026-02-21 00:05:29.490029,21/02/26,0:5:29
30719,0.12,30.719,117.19131482144601,1213392626,2026-02-21 00:06:00.209029,21/02/26,0:6:0
30395,0.12,30.395,118.44053298239842,1213423021,2026-02-21 00:06:30.604029,21/02/26,0:6:30
30472,0.12,30.472,118.1412444211079,1213453493,2026-02-21 00:07:01.076029,21/02/26,0:7:1
29025,0.12,29.025,124.03100775193798,1213482518,2026-02-21 00:07:30.101029,21/02/26,0:7:30
29260,0.12,29.26,123.03485987696514,1213511778,2026-02-21 00:07:59.361029,21/02/26,0:7:59
28412,0.13,28.412,126.70702520061946,1213540190,2026-02-21 00:08:27.773029,21/02/26,0:8:27
28542,0.13,28.542,126.12991381122556,1213568732,2026-02-21 00:08:56.315029,21/02/26,0:8:56
28870,0.12,28.87,124.69691721510218,1213597602,2026-02-21 00:09:25.185029,21/02/26,0:9:25
28936,0.12,28.936,124.41249654409732,1213626538,2026-02-21 00:09:54.121029,21/02/26,0:9:54
29128,0.12,29.128,123.59241966492722,1213655666,2026-02-21 00:10:23.249029,21/02/26,0:10:23
29035,0.12,29.035,123.98828999483382,1213684701,2026-02-21 00:10:52.284029,21/02/26,0:10:52
29078,0.12,29.078,123.80493844143339,1213713779,2026-02-21 00:11:21.362029,21/02/26,0:11:21
29216,0.12,29.216,123.22015334063526,1213742995,2026-02-21 00:11:50.578029,21/02/26,0:11:50
29149,0.12,29.149,123.5033791896806,1213772144,2026-02-21 00:12:19.727029,21/02/26,0:12:19
28933,0.12,28.933,124.42539660595168,1213801077,2026-02-21 00:12:48.660029,21/02/26,0:12:48
28943,0.12,28.943,124.38240679957157,1213830020,2026-02-21 00:13:17.603029,21/02/26,0:13:17
29226,0.12,29.226,123.17799219872717,1213859246,2026-02-21 00:13:46.829029,21/02/26,0:13:46
30239,0.12,30.239,119.05155593769635,1213889485,2026-02-21 00:14:17.068029,21/02/26,0:14:17
30397,0.12,30.397,118.43274007303353,1213919882,2026-02-21 00:14:47.465029,21/02/26,0:14:47
29958,0.12,29.958,120.16823552974164,1213949840,2026-02-21 00:15:17.423029,21/02/26,0:15:17
30455,0.12,30.455,118.2071909374487,1213980295,2026-02-21 00:15:47.878029,21/02/26,0:15:47
30348,0.12,30.348,118.62396204033215,1214010643,2026-02-21 00:16:18.226029,21/02/26,0:16:18
30775,0.12,30.775,116.97806661251015,1214041418,2026-02-21 00:16:49.001029,21/02/26,0:16:49
30791,0.12,30.791,116.91728102367576,1214072209,2026-02-21 00:17:19.792029,21/02/26,0:17:19
30849,0.12,30.849,116.6974618302052,1214103058,2026-02-21 00:17:50.641029,21/02/26,0:17:50
30565,0.12,30.565,117.78177654179618,1214133623,2026-02-21 00:18:21.206029,21/02/26,0:18:21
30703,0.12,30.703,117.25238576034916,1214164326,2026-02-21 00:18:51.909029,21/02/26,0:18:51
30242,0.12,30.242,119.03974604854176,1214194568,2026-02-21 00:19:22.151029,21/02/26,0:19:22
30394,0.12,30.394,118.44442982167533,1214224962,2026-02-21 00:19:52.545029,21/02/26,0:19:52
30475,0.12,30.475,118.12961443806398,1214255437,2026-02-21 00:20:23.020029,21/02/26,0:20:23
30904,0.12,30.904,116.48977478643542,1214286341,2026-02-21 00:20:53.924029,21/02/26,0:20:53
30566,0.12,30.566,117.77792318262121,1214316907,2026-02-21 00:21:24.490029,21/02/26,0:21:24
30832,0.12,30.832,116.7618059159315,1214347739,2026-02-21 00:21:55.322029,21/02/26,0:21:55
30504,0.12,30.504,118.01730920535012,1214378243,2026-02-21 00:22:25.826029,21/02/26,0:22:25
30537,0.12,30.537,117.88977306218686,1214408780,2026-02-21 00:22:56.363029,21/02/26,0:22:56
30679,0.12,30.679,117.34411160728837,1214439459,2026-02-21 00:23:27.042029,21/02/26,0:23:27
30637,0.12,30.637,117.50497764141397,1214470096,2026-02-21 00:23:57.679029,21/02/26,0:23:57
30389,0.12,30.389,118.46391786501695,1214500485,2026-02-21 00:24:28.068029,21/02/26,0:24:28
30624,0.12,30.624,117.55485893416927,1214531109,2026-02-21 00:24:58.692029,21/02/26,0:24:58
30640,0.12,30.64,117.49347258485639,1214561749,2026-02-21 00:25:29.332029,21/02/26,0:25:29
30747,0.12,30.747,117.08459361888964,1214592496,2026-02-21 00:26:00.079029,21/02/26,0:26:0
30529,0.12,30.529,117.92066559664582,1214623025,2026-02-21 00:26:30.608029,21/02/26,0:26:30
30543,0.12,30.543,117.86661428150477,1214653568,2026-02-21 00:27:01.151029,21/02/26,0:27:1
30157,0.12,30.157,119.37526942335113,1214683725,2026-02-21 00:27:31.308029,21/02/26,0:27:31
29254,0.12,29.254,123.06009434607233,1214712979,2026-02-21 00:28:00.562029,21/02/26,0:28:0
26524,0.14,26.524,135.72613482129393,1214739503,2026-02-21 00:28:27.086029,21/02/26,0:28:27
26754,0.13,26.754,134.55931823278763,1214766257,2026-02-21 00:28:53.840029,21/02/26,0:28:53
26603,0.14,26.603,135.32308386272226,1214792860,2026-02-21 00:29:20.443029,21/02/26,0:29:20
26562,0.14,26.562,135.5319629545968,1214819422,2026-02-21 00:29:47.005029,21/02/26,0:29:47
26725,0.13,26.725,134.70533208606173,1214846147,2026-02-21 00:30:13.730029,21/02/26,0:30:13
26824,0.13,26.824,134.2081717864599,1214872971,2026-02-21 00:30:40.554029,21/02/26,0:30:40
26761,0.13,26.761,134.52412092223759,1214899732,2026-02-21 00:31:07.315029,21/02/26,0:31:7
26902,0.13,26.902,133.81904691101033,1214926634,2026-02-21 00:31:34.217029,21/02/26,0:31:34
26870,0.13,26.87,133.9784145887607,1214953504,2026-02-21 00:32:01.087029,21/02/26,0:32:1
26544,0.14,26.544,135.623869801085,1214980048,2026-02-21 00:32:27.631029,21/02/26,0:32:27
26555,0.14,26.555,135.56768970062134,1215006603,2026-02-21 00:32:54.186029,21/02/26,0:32:54
26799,0.13,26.799,134.3333706481585,1215033402,2026-02-21 00:33:20.985029,21/02/26,0:33:20
27108,0.13,27.108,132.80212483399734,1215060510,2026-02-21 00:33:48.093029,21/02/26,0:33:48
26925,0.13,26.925,133.70473537604457,1215087435,2026-02-21 00:34:15.018029,21/02/26,0:34:15
27025,0.13,27.025,133.2099907493062,1215114460,2026-02-21 00:34:42.043029,21/02/26,0:34:42
26858,0.13,26.858,134.0382753741902,1215141318,2026-02-21 00:35:08.901029,21/02/26,0:35:8
26859,0.13,26.859,134.0332849324249,1215168177,2026-02-21 00:35:35.760029,21/02/26,0:35:35
27170,0.13,27.17,132.4990798675009,1215195347,2026-02-21 00:36:02.930029,21/02/26,0:36:2
27143,0.13,27.143,132.63088089010057,1215222490,2026-02-21 00:36:30.073029,21/02/26,0:36:30
27324,0.13,27.324,131.75230566534916,1215249814,2026-02-21 00:36:57.397029,21/02/26,0:36:57
27128,0.13,27.128,132.70421704511944,1215276942,2026-02-21 00:37:24.525029,21/02/26,0:37:24
26952,0.13,26.952,133.5707925200356,1215303894,2026-02-21 00:37:51.477029,21/02/26,0:37:51
26718,0.13,26.718,134.74062429822592,1215330612,2026-02-21 00:38:18.195029,21/02/26,0:38:18
27209,0.13,27.209,132.30916240949685,1215357821,2026-02-21 00:38:45.404029,21/02/26,0:38:45
