Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
29244,0.12,29.244,123.10217480508823,13459692099,2026-06-21 00:00:02.831649,21/06/26,0:0:2
32663,0.11,32.663,110.21645286715857,13459724762,2026-06-21 00:00:35.494649,21/06/26,0:0:35
32052,0.11,32.052,112.31748408835642,13459756814,2026-06-21 00:01:07.546649,21/06/26,0:1:7
35449,0.1,35.449,101.55434567970887,13459792263,2026-06-21 00:01:42.995649,21/06/26,0:1:42
39063,0.09,39.063,92.1588203670993,13459831326,2026-06-21 00:02:22.058649,21/06/26,0:2:22
38976,0.09,38.976,92.36453201970443,13459870302,2026-06-21 00:03:01.034649,21/06/26,0:3:1
39048,0.09,39.048,92.19422249539029,13459909350,2026-06-21 00:03:40.082649,21/06/26,0:3:40
38798,0.09,38.798,92.78828805608536,13459948148,2026-06-21 00:04:18.880649,21/06/26,0:4:18
37583,0.09,37.583,95.78798925045898,13459985731,2026-06-21 00:04:56.463649,21/06/26,0:4:56
38143,0.09,38.143,94.38166898251318,13460023874,2026-06-21 00:05:34.606649,21/06/26,0:5:34
38260,0.09,38.26,94.09304756926294,13460062134,2026-06-21 00:06:12.866649,21/06/26,0:6:12
38276,0.09,38.276,94.0537151217473,13460100410,2026-06-21 00:06:51.142649,21/06/26,0:6:51
38122,0.09,38.122,94.4336603536016,13460138532,2026-06-21 00:07:29.264649,21/06/26,0:7:29
38263,0.09,38.263,94.08567022972585,13460176795,2026-06-21 00:08:07.527649,21/06/26,0:8:7
38455,0.09,38.455,93.61591470549993,13460215250,2026-06-21 00:08:45.982649,21/06/26,0:8:45
39603,0.09,39.603,90.90220437845618,13460254853,2026-06-21 00:09:25.585649,21/06/26,0:9:25
39536,0.09,39.536,91.05625252934034,13460294389,2026-06-21 00:10:05.121649,21/06/26,0:10:5
39431,0.09,39.431,91.29872435393472,13460333820,2026-06-21 00:10:44.552649,21/06/26,0:10:44
38677,0.09,38.677,93.07857382940766,13460372497,2026-06-21 00:11:23.229649,21/06/26,0:11:23
39284,0.09,39.284,91.64036248854495,13460411781,2026-06-21 00:12:02.513649,21/06/26,0:12:2
39419,0.09,39.419,91.32651766914432,13460451200,2026-06-21 00:12:41.932649,21/06/26,0:12:41
39465,0.09,39.465,91.22006841505132,13460490665,2026-06-21 00:13:21.397649,21/06/26,0:13:21
39654,0.09,39.654,90.78529278256923,13460530319,2026-06-21 00:14:01.051649,21/06/26,0:14:1
39501,0.09,39.501,91.1369332421964,13460569820,2026-06-21 00:14:40.552649,21/06/26,0:14:40
39465,0.09,39.465,91.22006841505132,13460609285,2026-06-21 00:15:20.017649,21/06/26,0:15:20
40173,0.09,40.173,89.6124262564409,13460649458,2026-06-21 00:16:00.190649,21/06/26,0:16:0
40488,0.09,40.488,88.91523414344991,13460689946,2026-06-21 00:16:40.678649,21/06/26,0:16:40
40615,0.09,40.615,88.63720300381632,13460730561,2026-06-21 00:17:21.293649,21/06/26,0:17:21
40554,0.09,40.554,88.7705281846427,13460771115,2026-06-21 00:18:01.847649,21/06/26,0:18:1
40450,0.09,40.45,88.99876390605687,13460811565,2026-06-21 00:18:42.297649,21/06/26,0:18:42
40634,0.09,40.634,88.59575724762514,13460852199,2026-06-21 00:19:22.931649,21/06/26,0:19:22
40598,0.09,40.598,88.6743189319671,13460892797,2026-06-21 00:20:03.529649,21/06/26,0:20:3
40466,0.09,40.466,88.9635743587209,13460933263,2026-06-21 00:20:43.995649,21/06/26,0:20:43
40578,0.09,40.578,88.71802454532012,13460973841,2026-06-21 00:21:24.573649,21/06/26,0:21:24
40582,0.09,40.582,88.70927997634419,13461014423,2026-06-21 00:22:05.155649,21/06/26,0:22:5
40456,0.09,40.456,88.98556456397074,13461054879,2026-06-21 00:22:45.611649,21/06/26,0:22:45
19529,0.18,19.529,184.3412361103999,13461074408,2026-06-21 00:23:05.140649,21/06/26,0:23:5
20729,0.17,20.729,173.66973804814512,13461095137,2026-06-21 00:23:25.869649,21/06/26,0:23:25
20564,0.17,20.564,175.0632172729041,13461115701,2026-06-21 00:23:46.433649,21/06/26,0:23:46
20513,0.17,20.513,175.4984643884366,13461136214,2026-06-21 00:24:06.946649,21/06/26,0:24:6
20681,0.17,20.681,174.07282046322712,13461156895,2026-06-21 00:24:27.627649,21/06/26,0:24:27
20942,0.17,20.942,171.90335211536626,13461177837,2026-06-21 00:24:48.569649,21/06/26,0:24:48
21013,0.17,21.013,171.32251463379814,13461198850,2026-06-21 00:25:09.582649,21/06/26,0:25:9
21115,0.17,21.115,170.49490883258346,13461219965,2026-06-21 00:25:30.697649,21/06/26,0:25:30
21388,0.17,21.388,168.3186833738545,13461241353,2026-06-21 00:25:52.085649,21/06/26,0:25:52
21495,0.17,21.495,167.4808094905792,13461262848,2026-06-21 00:26:13.580649,21/06/26,0:26:13
21622,0.17,21.622,166.49708630098974,13461284470,2026-06-21 00:26:35.202649,21/06/26,0:26:35
21643,0.17,21.643,166.33553573903802,13461306113,2026-06-21 00:26:56.845649,21/06/26,0:26:56
21736,0.17,21.736,165.62384983437616,13461327849,2026-06-21 00:27:18.581649,21/06/26,0:27:18
21805,0.17,21.805,165.09974776427424,13461349654,2026-06-21 00:27:40.386649,21/06/26,0:27:40
21860,0.16,21.86,164.6843549862763,13461371514,2026-06-21 00:28:02.246649,21/06/26,0:28:2
21957,0.16,21.957,163.95682470282824,13461393471,2026-06-21 00:28:24.203649,21/06/26,0:28:24
22023,0.16,22.023,163.46546791990193,13461415494,2026-06-21 00:28:46.226649,21/06/26,0:28:46
