Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
29663,0.12,29.663,121.36331456696895,13516438213,2026-05-22 00:00:27.521589,22/05/26,0:0:27
29714,0.12,29.714,121.15501110587601,13516467927,2026-05-22 00:00:57.235589,22/05/26,0:0:57
29680,0.12,29.68,121.29380053908356,13516497607,2026-05-22 00:01:26.915589,22/05/26,0:1:26
29596,0.12,29.596,121.63805919718881,13516527203,2026-05-22 00:01:56.511589,22/05/26,0:1:56
27928,0.13,27.928,128.90289315382412,13516555131,2026-05-22 00:02:24.439589,22/05/26,0:2:24
28266,0.13,28.266,127.36149437486733,13516583397,2026-05-22 00:02:52.705589,22/05/26,0:2:52
28671,0.12,28.671,125.56241498378152,13516612068,2026-05-22 00:03:21.376589,22/05/26,0:3:21
28881,0.12,28.881,124.64942349641633,13516640949,2026-05-22 00:03:50.257589,22/05/26,0:3:50
29080,0.12,29.08,123.79642365887207,13516670029,2026-05-22 00:04:19.337589,22/05/26,0:4:19
29140,0.12,29.14,123.54152367879203,13516699169,2026-05-22 00:04:48.477589,22/05/26,0:4:48
29008,0.12,29.008,124.10369553226695,13516728177,2026-05-22 00:05:17.485589,22/05/26,0:5:17
28990,0.12,28.99,124.18075198344256,13516757167,2026-05-22 00:05:46.475589,22/05/26,0:5:46
29123,0.12,29.123,123.61363870480376,13516786290,2026-05-22 00:06:15.598589,22/05/26,0:6:15
28743,0.12,28.743,125.2478864419163,13516815033,2026-05-22 00:06:44.341589,22/05/26,0:6:44
28594,0.12,28.594,125.90053857452612,13516843627,2026-05-22 00:07:12.935589,22/05/26,0:7:12
29523,0.12,29.523,121.9388273549436,13516873150,2026-05-22 00:07:42.458589,22/05/26,0:7:42
29156,0.12,29.156,123.47372753464124,13516902306,2026-05-22 00:08:11.614589,22/05/26,0:8:11
29514,0.12,29.514,121.97601138442774,13516931820,2026-05-22 00:08:41.128589,22/05/26,0:8:41
29620,0.12,29.62,121.53950033760972,13516961440,2026-05-22 00:09:10.748589,22/05/26,0:9:10
