Interval,kWh,sec,Wh,cumul(ms),dates,days,heure
39934,0.09,39.934,90.14874542995943,4846198749,2026-03-17 00:00:37.394551,17/03/26,0:0:37
40059,0.09,40.059,89.86744551786116,4846238808,2026-03-17 00:01:17.453551,17/03/26,0:1:17
40018,0.09,40.018,89.95951821680244,4846278826,2026-03-17 00:01:57.471551,17/03/26,0:1:57
39711,0.09,39.711,90.65498224673264,4846318537,2026-03-17 00:02:37.182551,17/03/26,0:2:37
39632,0.09,39.632,90.83568833266048,4846358169,2026-03-17 00:03:16.814551,17/03/26,0:3:16
39750,0.09,39.75,90.56603773584905,4846397919,2026-03-17 00:03:56.564551,17/03/26,0:3:56
39802,0.09,39.802,90.44771619516607,4846437721,2026-03-17 00:04:36.366551,17/03/26,0:4:36
39567,0.09,39.567,90.98491166881492,4846477288,2026-03-17 00:05:15.933551,17/03/26,0:5:15
39132,0.09,39.132,91.99632014719411,4846516420,2026-03-17 00:05:55.065551,17/03/26,0:5:55
39569,0.09,39.569,90.98031287118704,4846555989,2026-03-17 00:06:34.634551,17/03/26,0:6:34
39659,0.09,39.659,90.77384704606773,4846595648,2026-03-17 00:07:14.293551,17/03/26,0:7:14
39857,0.09,39.857,90.32290438316983,4846635505,2026-03-17 00:07:54.150551,17/03/26,0:7:54
39767,0.09,39.767,90.5273216486031,4846675272,2026-03-17 00:08:33.917551,17/03/26,0:8:33
39691,0.09,39.691,90.70066261872968,4846714963,2026-03-17 00:09:13.608551,17/03/26,0:9:13
39959,0.09,39.959,90.0923446532696,4846754922,2026-03-17 00:09:53.567551,17/03/26,0:9:53
40320,0.09,40.32,89.28571428571429,4846795242,2026-03-17 00:10:33.887551,17/03/26,0:10:33
40477,0.09,40.477,88.93939768263458,4846835719,2026-03-17 00:11:14.364551,17/03/26,0:11:14
40540,0.09,40.54,88.80118401578687,4846876259,2026-03-17 00:11:54.904551,17/03/26,0:11:54
40853,0.09,40.853,88.12082344013903,4846917112,2026-03-17 00:12:35.757551,17/03/26,0:12:35
40739,0.09,40.739,88.36741206215174,4846957851,2026-03-17 00:13:16.496551,17/03/26,0:13:16
40761,0.09,40.761,88.31971737690439,4846998612,2026-03-17 00:13:57.257551,17/03/26,0:13:57
40518,0.09,40.518,88.8494002665482,4847039130,2026-03-17 00:14:37.775551,17/03/26,0:14:37
40658,0.09,40.658,88.54346008165675,4847079788,2026-03-17 00:15:18.433551,17/03/26,0:15:18
40518,0.09,40.518,88.8494002665482,4847120306,2026-03-17 00:15:58.951551,17/03/26,0:15:58
40886,0.09,40.886,88.04969916352786,4847161192,2026-03-17 00:16:39.837551,17/03/26,0:16:39
40848,0.09,40.848,88.1316098707403,4847202040,2026-03-17 00:17:20.685551,17/03/26,0:17:20
40413,0.09,40.413,89.08024645534853,4847242453,2026-03-17 00:18:01.098551,17/03/26,0:18:1
40600,0.09,40.6,88.66995073891626,4847283053,2026-03-17 00:18:41.698551,17/03/26,0:18:41
40714,0.09,40.714,88.42167313454831,4847323767,2026-03-17 00:19:22.412551,17/03/26,0:19:22
40591,0.09,40.591,88.68961099751176,4847364358,2026-03-17 00:20:03.003551,17/03/26,0:20:3
40682,0.09,40.682,88.49122462022517,4847405040,2026-03-17 00:20:43.685551,17/03/26,0:20:43
40719,0.09,40.719,88.41081558977382,4847445759,2026-03-17 00:21:24.404551,17/03/26,0:21:24
40646,0.09,40.646,88.5696009447424,4847486405,2026-03-17 00:22:05.050551,17/03/26,0:22:5
40099,0.09,40.099,89.77779994513578,4847526504,2026-03-17 00:22:45.149551,17/03/26,0:22:45
39913,0.09,39.913,90.19617668428833,4847566417,2026-03-17 00:23:25.062551,17/03/26,0:23:25
39592,0.09,39.592,90.92746009294807,4847606009,2026-03-17 00:24:04.654551,17/03/26,0:24:4
39766,0.09,39.766,90.52959814917266,4847645775,2026-03-17 00:24:44.420551,17/03/26,0:24:44
39877,0.09,39.877,90.27760363116583,4847685652,2026-03-17 00:25:24.297551,17/03/26,0:25:24
28654,0.12,28.654,125.63690933203043,4847714306,2026-03-17 00:25:52.951551,17/03/26,0:25:52
21823,0.16,21.823,164.963570544838,4847736129,2026-03-17 00:26:14.774551,17/03/26,0:26:14
21829,0.16,21.829,164.9182280452609,4847757958,2026-03-17 00:26:36.603551,17/03/26,0:26:36
21784,0.17,21.784,165.2589056188028,4847779742,2026-03-17 00:26:58.387551,17/03/26,0:26:58
22060,0.16,22.06,163.19129646418858,4847801802,2026-03-17 00:27:20.447551,17/03/26,0:27:20
22201,0.16,22.201,162.15485788928427,4847824003,2026-03-17 00:27:42.648551,17/03/26,0:27:42
22319,0.16,22.319,161.29754917335006,4847846322,2026-03-17 00:28:04.967551,17/03/26,0:28:4
22420,0.16,22.42,160.57091882247994,4847868742,2026-03-17 00:28:27.387551,17/03/26,0:28:27
22415,0.16,22.415,160.60673656033907,4847891157,2026-03-17 00:28:49.802551,17/03/26,0:28:49
22604,0.16,22.604,159.26384710670678,4847913761,2026-03-17 00:29:12.406551,17/03/26,0:29:12
22723,0.16,22.723,158.42978479954232,4847936484,2026-03-17 00:29:35.129551,17/03/26,0:29:35
22693,0.16,22.693,158.6392279557573,4847959177,2026-03-17 00:29:57.822551,17/03/26,0:29:57
22880,0.16,22.88,157.34265734265733,4847982057,2026-03-17 00:30:20.702551,17/03/26,0:30:20
22878,0.16,22.878,157.35641227380015,4848004935,2026-03-17 00:30:43.580551,17/03/26,0:30:43
22888,0.16,22.888,157.28766165676336,4848027823,2026-03-17 00:31:06.468551,17/03/26,0:31:6
23267,0.15,23.267,154.72557699746423,4848051090,2026-03-17 00:31:29.735551,17/03/26,0:31:29
